dataframe: MonthlyRate JobLevel DistanceFromHome Agesil: 0.3115742672363388, method: median, clusters: 3
=================================================dataframe: StockOptionLevel Age DistanceFromHome MonthlyIncomesil: 0.3202214075014046, method: average, clusters: 3
=================================================dataframe: StockOptionLevel Age DistanceFromHome MonthlyIncomesil: 0.3167068337473238, method: weighted, clusters: 3
=================================================dataframe: StockOptionLevel Age DistanceFromHome MonthlyIncomesil: 0.31426714957951923, method: ward, clusters: 3
=================================================dataframe: StockOptionLevel Age DistanceFromHome MonthlyIncomesil: 0.30767457493983935, method: average, clusters: 4
=================================================dataframe: StockOptionLevel Age DistanceFromHome MonthlyIncomesil: 0.3014873848586386, method: ward, clusters: 4
=================================================dataframe: MonthlyRate JobLevel DistanceFromHome MonthlyIncomesil: 0.339207887328548, method: median, clusters: 3
=================================================dataframe: StockOptionLevel JobLevel DistanceFromHome MonthlyIncomesil: 0.31632946670534823, method: single, clusters: 3
=================================================dataframe: JobLevel MonthlyRate DistanceFromHome MonthlyIncomesil: 0.339207887328548, method: median, clusters: 3
=================================================dataframe: StockOptionLevel MonthlyRate DistanceFromHome MonthlyIncomesil: 0.30043195377607557, method: complete, clusters: 3
=================================================dataframe: StockOptionLevel MonthlyRate DistanceFromHome MonthlyIncomesil: 0.30789517562920976, method: average, clusters: 3
=================================================dataframe: StockOptionLevel MonthlyRate DistanceFromHome MonthlyIncomesil: 0.30789517562920976, method: centroid, clusters: 3
=================================================dataframe: StockOptionLevel NumCompaniesWorked DistanceFromHome MonthlyIncomesil: 0.32529951968621235, method: single, clusters: 3
=================================================dataframe: TrainingTimesLastYear PercentSalaryHike DistanceFromHome MonthlyIncomesil: 0.3026892980118305, method: median, clusters: 3
=================================================dataframe: StockOptionLevel RateIncome DistanceFromHome MonthlyIncomesil: 0.3195900283741403, method: average, clusters: 3
=================================================dataframe: StockOptionLevel RateIncome DistanceFromHome MonthlyIncomesil: 0.3003077611935313, method: ward, clusters: 3
=================================================dataframe: Age StockOptionLevel DistanceFromHome MonthlyIncomesil: 0.30606789882436714, method: single, clusters: 3
=================================================dataframe: Age StockOptionLevel DistanceFromHome MonthlyIncomesil: 0.3202214075014046, method: average, clusters: 3
=================================================dataframe: Age StockOptionLevel DistanceFromHome MonthlyIncomesil: 0.3167068337473238, method: weighted, clusters: 3
=================================================dataframe: Age StockOptionLevel DistanceFromHome MonthlyIncomesil: 0.3142671495795193, method: ward, clusters: 3
=================================================dataframe: Age StockOptionLevel DistanceFromHome MonthlyIncomesil: 0.30767457493983935, method: average, clusters: 4
=================================================dataframe: Age StockOptionLevel DistanceFromHome MonthlyIncomesil: 0.3014873848586386, method: ward, clusters: 4
=================================================dataframe: JobLevel StockOptionLevel DistanceFromHome MonthlyIncomesil: 0.31632946670534823, method: single, clusters: 3
=================================================dataframe: MonthlyRate StockOptionLevel DistanceFromHome MonthlyIncomesil: 0.30043195377607557, method: complete, clusters: 3
=================================================dataframe: MonthlyRate StockOptionLevel DistanceFromHome MonthlyIncomesil: 0.30789517562920976, method: average, clusters: 3
=================================================dataframe: MonthlyRate StockOptionLevel DistanceFromHome MonthlyIncomesil: 0.30789517562920976, method: centroid, clusters: 3
=================================================dataframe: NumCompaniesWorked StockOptionLevel DistanceFromHome MonthlyIncomesil: 0.32529951968621235, method: single, clusters: 3
=================================================dataframe: RateIncome StockOptionLevel DistanceFromHome MonthlyIncomesil: 0.3195900283741403, method: average, clusters: 3
=================================================dataframe: RateIncome StockOptionLevel DistanceFromHome MonthlyIncomesil: 0.3003077611935313, method: ward, clusters: 3
=================================================dataframe: TrainingTimesLastYear StockOptionLevel DistanceFromHome MonthlyIncomesil: 0.3154752838550126, method: average, clusters: 3
=================================================dataframe: TrainingTimesLastYear StockOptionLevel DistanceFromHome MonthlyIncomesil: 0.31216143867671026, method: ward, clusters: 3
=================================================dataframe: YearsInCurrentRole StockOptionLevel DistanceFromHome MonthlyIncomesil: 0.3037839167602261, method: complete, clusters: 3
=================================================dataframe: YearsInCurrentRole StockOptionLevel DistanceFromHome MonthlyIncomesil: 0.30274574499623813, method: average, clusters: 3
=================================================dataframe: YearsInCurrentRole StockOptionLevel DistanceFromHome MonthlyIncomesil: 0.3087725043630402, method: ward, clusters: 3
=================================================dataframe: PercentSalaryHike TrainingTimesLastYear DistanceFromHome MonthlyIncomesil: 0.30268929801186156, method: median, clusters: 3
=================================================dataframe: StockOptionLevel TrainingTimesLastYear DistanceFromHome MonthlyIncomesil: 0.31547528385477375, method: average, clusters: 3
=================================================dataframe: StockOptionLevel TrainingTimesLastYear DistanceFromHome MonthlyIncomesil: 0.3121614386764565, method: ward, clusters: 3
=================================================dataframe: StockOptionLevel YearsInCurrentRole DistanceFromHome MonthlyIncomesil: 0.30378391676022604, method: complete, clusters: 3
=================================================dataframe: StockOptionLevel YearsInCurrentRole DistanceFromHome MonthlyIncomesil: 0.30274574499623813, method: average, clusters: 3
=================================================dataframe: StockOptionLevel YearsInCurrentRole DistanceFromHome MonthlyIncomesil: 0.3087725043630402, method: ward, clusters: 3
=================================================dataframe: MonthlyRate DistanceFromHome JobLevel MonthlyIncomesil: 0.3392078873285479, method: median, clusters: 3
=================================================dataframe: StockOptionLevel DistanceFromHome JobLevel MonthlyIncomesil: 0.3163294667052654, method: single, clusters: 3
=================================================dataframe: DistanceFromHome MonthlyRate JobLevel MonthlyIncomesil: 0.3392078873285479, method: median, clusters: 3
=================================================dataframe: StockOptionLevel NumCompaniesWorked JobLevel MonthlyIncomesil: 0.33006671845335006, method: single, clusters: 3
=================================================dataframe: StockOptionLevel PercentSalaryHike JobLevel MonthlyIncomesil: 0.33564377399896916, method: single, clusters: 3
=================================================dataframe: FractionYearsAtCompany PercentSalaryHike JobLevel MonthlyIncomesil: 0.33466272512362805, method: median, clusters: 3
=================================================dataframe: StockOptionLevel RateIncome JobLevel MonthlyIncomesil: 0.3151799619015641, method: average, clusters: 3
=================================================dataframe: StockOptionLevel RateIncome JobLevel MonthlyIncomesil: 0.3075491337097131, method: ward, clusters: 3
=================================================dataframe: DistanceFromHome StockOptionLevel JobLevel MonthlyIncomesil: 0.31632946670526546, method: single, clusters: 3
=================================================dataframe: NumCompaniesWorked StockOptionLevel JobLevel MonthlyIncomesil: 0.33006671845335006, method: single, clusters: 3
=================================================dataframe: PercentSalaryHike StockOptionLevel JobLevel MonthlyIncomesil: 0.33564377399896916, method: single, clusters: 3
=================================================dataframe: RateIncome StockOptionLevel JobLevel MonthlyIncomesil: 0.31517996190156405, method: average, clusters: 3
=================================================dataframe: RateIncome StockOptionLevel JobLevel MonthlyIncomesil: 0.3075491337097131, method: ward, clusters: 3
=================================================dataframe: TrainingTimesLastYear StockOptionLevel JobLevel MonthlyIncomesil: 0.35936454262514445, method: single, clusters: 3
=================================================dataframe: TrainingTimesLastYear StockOptionLevel JobLevel MonthlyIncomesil: 0.30312157793026234, method: average, clusters: 3
=================================================dataframe: TrainingTimesLastYear StockOptionLevel JobLevel MonthlyIncomesil: 0.30631558250176383, method: median, clusters: 3
=================================================dataframe: TrainingTimesLastYear StockOptionLevel JobLevel MonthlyIncomesil: 0.30631558250176383, method: median, clusters: 4
=================================================dataframe: YearsInCurrentRole StockOptionLevel JobLevel MonthlyIncomesil: 0.32040009742888953, method: single, clusters: 3
=================================================dataframe: YearsInCurrentRole StockOptionLevel JobLevel MonthlyIncomesil: 0.3022270470428183, method: ward, clusters: 3
=================================================dataframe: FractionYearsAtCompany StockOptionLevel JobLevel MonthlyIncomesil: 0.32886134610160667, method: single, clusters: 3
=================================================dataframe: StockOptionLevel TrainingTimesLastYear JobLevel MonthlyIncomesil: 0.35936454262505724, method: single, clusters: 3
=================================================dataframe: StockOptionLevel TrainingTimesLastYear JobLevel MonthlyIncomesil: 0.3031215779301742, method: average, clusters: 3
=================================================dataframe: StockOptionLevel TrainingTimesLastYear JobLevel MonthlyIncomesil: 0.30631558250167645, method: median, clusters: 3
=================================================dataframe: StockOptionLevel TrainingTimesLastYear JobLevel MonthlyIncomesil: 0.30631558250167645, method: median, clusters: 4
=================================================dataframe: StockOptionLevel YearsInCurrentRole JobLevel MonthlyIncomesil: 0.32040009742843234, method: single, clusters: 3
=================================================dataframe: StockOptionLevel YearsInCurrentRole JobLevel MonthlyIncomesil: 0.3022270470421785, method: ward, clusters: 3
=================================================dataframe: PercentSalaryHike FractionYearsAtCompany JobLevel MonthlyIncomesil: 0.33466272512362805, method: median, clusters: 3
=================================================dataframe: StockOptionLevel FractionYearsAtCompany JobLevel MonthlyIncomesil: 0.32886134610160667, method: single, clusters: 3
=================================================dataframe: RateIncome Age MonthlyRate MonthlyIncomesil: 0.3213524314773254, method: average, clusters: 3
=================================================dataframe: RateIncome Age MonthlyRate MonthlyIncomesil: 0.3162706997344877, method: centroid, clusters: 3
=================================================dataframe: RateIncome Age MonthlyRate MonthlyIncomesil: 0.3042091769567288, method: ward, clusters: 3
=================================================dataframe: StockOptionLevel Age MonthlyRate MonthlyIncomesil: 0.3395337587732321, method: single, clusters: 3
=================================================dataframe: StockOptionLevel Age MonthlyRate MonthlyIncomesil: 0.31402470396441806, method: average, clusters: 3
=================================================dataframe: StockOptionLevel Age MonthlyRate MonthlyIncomesil: 0.31499043810581, method: centroid, clusters: 3
=================================================dataframe: StockOptionLevel Age MonthlyRate MonthlyIncomesil: 0.3395337587732321, method: median, clusters: 3
=================================================dataframe: StockOptionLevel Age MonthlyRate MonthlyIncomesil: 0.31499043810581, method: centroid, clusters: 4
=================================================dataframe: JobLevel DistanceFromHome MonthlyRate MonthlyIncomesil: 0.339207887328548, method: median, clusters: 3
=================================================dataframe: StockOptionLevel DistanceFromHome MonthlyRate MonthlyIncomesil: 0.30043195377607557, method: complete, clusters: 3
=================================================dataframe: StockOptionLevel DistanceFromHome MonthlyRate MonthlyIncomesil: 0.30789517562920976, method: average, clusters: 3
=================================================dataframe: StockOptionLevel DistanceFromHome MonthlyRate MonthlyIncomesil: 0.30789517562920976, method: centroid, clusters: 3
=================================================dataframe: DistanceFromHome JobLevel MonthlyRate MonthlyIncomesil: 0.339207887328548, method: median, clusters: 3
=================================================dataframe: Age RateIncome MonthlyRate MonthlyIncomesil: 0.3213524314773254, method: average, clusters: 3
=================================================dataframe: Age RateIncome MonthlyRate MonthlyIncomesil: 0.3162706997344877, method: centroid, clusters: 3
=================================================dataframe: Age RateIncome MonthlyRate MonthlyIncomesil: 0.3042091769567288, method: ward, clusters: 3
=================================================dataframe: StockOptionLevel RateIncome MonthlyRate MonthlyIncomesil: 0.33325031575486935, method: average, clusters: 3
=================================================dataframe: StockOptionLevel RateIncome MonthlyRate MonthlyIncomesil: 0.37394486805495425, method: weighted, clusters: 3
=================================================dataframe: StockOptionLevel RateIncome MonthlyRate MonthlyIncomesil: 0.3546127317407189, method: ward, clusters: 3
=================================================dataframe: StockOptionLevel RateIncome MonthlyRate MonthlyIncomesil: 0.3014385924822412, method: average, clusters: 4
=================================================dataframe: StockOptionLevel RateIncome MonthlyRate MonthlyIncomesil: 0.30586792000315843, method: weighted, clusters: 4
=================================================dataframe: StockOptionLevel RateIncome MonthlyRate MonthlyIncomesil: 0.3489836231017333, method: ward, clusters: 4
=================================================dataframe: YearsInCurrentRole RateIncome MonthlyRate MonthlyIncomesil: 0.3101530265313418, method: ward, clusters: 3
=================================================dataframe: Age StockOptionLevel MonthlyRate MonthlyIncomesil: 0.33953375877323216, method: single, clusters: 3
=================================================dataframe: Age StockOptionLevel MonthlyRate MonthlyIncomesil: 0.31402470396441806, method: average, clusters: 3
=================================================dataframe: Age StockOptionLevel MonthlyRate MonthlyIncomesil: 0.31499043810581, method: centroid, clusters: 3
=================================================dataframe: Age StockOptionLevel MonthlyRate MonthlyIncomesil: 0.33953375877323216, method: median, clusters: 3
=================================================dataframe: Age StockOptionLevel MonthlyRate MonthlyIncomesil: 0.31499043810581, method: centroid, clusters: 4
=================================================dataframe: DistanceFromHome StockOptionLevel MonthlyRate MonthlyIncomesil: 0.30043195377607557, method: complete, clusters: 3
=================================================dataframe: DistanceFromHome StockOptionLevel MonthlyRate MonthlyIncomesil: 0.30789517562920976, method: average, clusters: 3
=================================================dataframe: DistanceFromHome StockOptionLevel MonthlyRate MonthlyIncomesil: 0.30789517562920976, method: centroid, clusters: 3
=================================================dataframe: RateIncome StockOptionLevel MonthlyRate MonthlyIncomesil: 0.33325031575486935, method: average, clusters: 3
=================================================dataframe: RateIncome StockOptionLevel MonthlyRate MonthlyIncomesil: 0.37394486805495425, method: weighted, clusters: 3
=================================================dataframe: RateIncome StockOptionLevel MonthlyRate MonthlyIncomesil: 0.3546127317407189, method: ward, clusters: 3
=================================================dataframe: RateIncome StockOptionLevel MonthlyRate MonthlyIncomesil: 0.3014385924822412, method: average, clusters: 4
=================================================dataframe: RateIncome StockOptionLevel MonthlyRate MonthlyIncomesil: 0.30586792000315843, method: weighted, clusters: 4
=================================================dataframe: RateIncome StockOptionLevel MonthlyRate MonthlyIncomesil: 0.3489836231017333, method: ward, clusters: 4
=================================================dataframe: TrainingTimesLastYear StockOptionLevel MonthlyRate MonthlyIncomesil: 0.3166632990646543, method: single, clusters: 3
=================================================dataframe: TrainingTimesLastYear StockOptionLevel MonthlyRate MonthlyIncomesil: 0.30025924193908154, method: complete, clusters: 3
=================================================dataframe: TrainingTimesLastYear StockOptionLevel MonthlyRate MonthlyIncomesil: 0.3118031347665104, method: average, clusters: 3
=================================================dataframe: TrainingTimesLastYear StockOptionLevel MonthlyRate MonthlyIncomesil: 0.30598071121918785, method: weighted, clusters: 3
=================================================dataframe: YearsInCurrentRole StockOptionLevel MonthlyRate MonthlyIncomesil: 0.3072231504837979, method: average, clusters: 3
=================================================dataframe: YearsInCurrentRole StockOptionLevel MonthlyRate MonthlyIncomesil: 0.37439097484900746, method: median, clusters: 3
=================================================dataframe: FractionYearsAtCompany StockOptionLevel MonthlyRate MonthlyIncomesil: 0.31215967675802, method: single, clusters: 3
=================================================dataframe: FractionYearsAtCompany StockOptionLevel MonthlyRate MonthlyIncomesil: 0.31215967675802, method: average, clusters: 3
=================================================dataframe: FractionYearsAtCompany StockOptionLevel MonthlyRate MonthlyIncomesil: 0.31215967675802, method: centroid, clusters: 3
=================================================dataframe: StockOptionLevel TrainingTimesLastYear MonthlyRate MonthlyIncomesil: 0.3166632990646542, method: single, clusters: 3
=================================================dataframe: StockOptionLevel TrainingTimesLastYear MonthlyRate MonthlyIncomesil: 0.3002592419390815, method: complete, clusters: 3
=================================================dataframe: StockOptionLevel TrainingTimesLastYear MonthlyRate MonthlyIncomesil: 0.3118031347665104, method: average, clusters: 3
=================================================dataframe: StockOptionLevel TrainingTimesLastYear MonthlyRate MonthlyIncomesil: 0.30598071121918785, method: weighted, clusters: 3
=================================================dataframe: RateIncome YearsInCurrentRole MonthlyRate MonthlyIncomesil: 0.3101530265313418, method: ward, clusters: 3
=================================================dataframe: StockOptionLevel YearsInCurrentRole MonthlyRate MonthlyIncomesil: 0.3072231504837979, method: average, clusters: 3
=================================================dataframe: StockOptionLevel YearsInCurrentRole MonthlyRate MonthlyIncomesil: 0.37439097484900735, method: median, clusters: 3
=================================================dataframe: StockOptionLevel FractionYearsAtCompany MonthlyRate MonthlyIncomesil: 0.31215967675802, method: single, clusters: 3
=================================================dataframe: StockOptionLevel FractionYearsAtCompany MonthlyRate MonthlyIncomesil: 0.31215967675802, method: average, clusters: 3
=================================================dataframe: StockOptionLevel FractionYearsAtCompany MonthlyRate MonthlyIncomesil: 0.31215967675802, method: centroid, clusters: 3
=================================================dataframe: StockOptionLevel Age NumCompaniesWorked MonthlyIncomesil: 0.3066983366339459, method: single, clusters: 3
=================================================dataframe: StockOptionLevel Age NumCompaniesWorked MonthlyIncomesil: 0.30095201287202694, method: weighted, clusters: 3
=================================================dataframe: StockOptionLevel Age NumCompaniesWorked MonthlyIncomesil: 0.30095201287202694, method: median, clusters: 3
=================================================dataframe: StockOptionLevel DistanceFromHome NumCompaniesWorked MonthlyIncomesil: 0.3252995196861785, method: single, clusters: 3
=================================================dataframe: StockOptionLevel JobLevel NumCompaniesWorked MonthlyIncomesil: 0.3300667184526404, method: single, clusters: 3
=================================================dataframe: StockOptionLevel PercentSalaryHike NumCompaniesWorked MonthlyIncomesil: 0.3454538744888951, method: single, clusters: 3
=================================================dataframe: StockOptionLevel PercentSalaryHike NumCompaniesWorked MonthlyIncomesil: 0.3454538744888951, method: median, clusters: 3
=================================================dataframe: StockOptionLevel PercentSalaryHike NumCompaniesWorked MonthlyIncomesil: 0.30288649093083714, method: ward, clusters: 3
=================================================dataframe: StockOptionLevel RateIncome NumCompaniesWorked MonthlyIncomesil: 0.32079797809321586, method: single, clusters: 3
=================================================dataframe: StockOptionLevel RateIncome NumCompaniesWorked MonthlyIncomesil: 0.31090885978955524, method: complete, clusters: 3
=================================================dataframe: StockOptionLevel RateIncome NumCompaniesWorked MonthlyIncomesil: 0.3333517253789242, method: average, clusters: 3
=================================================dataframe: StockOptionLevel RateIncome NumCompaniesWorked MonthlyIncomesil: 0.30910646087988186, method: ward, clusters: 3
=================================================dataframe: YearsInCurrentRole RateIncome NumCompaniesWorked MonthlyIncomesil: 0.30037923022272534, method: median, clusters: 3
=================================================dataframe: Age StockOptionLevel NumCompaniesWorked MonthlyIncomesil: 0.3066983366339459, method: single, clusters: 3
=================================================dataframe: Age StockOptionLevel NumCompaniesWorked MonthlyIncomesil: 0.300952012872027, method: weighted, clusters: 3
=================================================dataframe: Age StockOptionLevel NumCompaniesWorked MonthlyIncomesil: 0.300952012872027, method: median, clusters: 3
=================================================dataframe: DistanceFromHome StockOptionLevel NumCompaniesWorked MonthlyIncomesil: 0.3252995196861785, method: single, clusters: 3
=================================================dataframe: JobLevel StockOptionLevel NumCompaniesWorked MonthlyIncomesil: 0.3300667184526404, method: single, clusters: 3
=================================================dataframe: PercentSalaryHike StockOptionLevel NumCompaniesWorked MonthlyIncomesil: 0.3454538744888951, method: single, clusters: 3
=================================================dataframe: PercentSalaryHike StockOptionLevel NumCompaniesWorked MonthlyIncomesil: 0.3454538744888951, method: median, clusters: 3
=================================================dataframe: PercentSalaryHike StockOptionLevel NumCompaniesWorked MonthlyIncomesil: 0.30288649093083714, method: ward, clusters: 3
=================================================dataframe: RateIncome StockOptionLevel NumCompaniesWorked MonthlyIncomesil: 0.32079797809321586, method: single, clusters: 3
=================================================dataframe: RateIncome StockOptionLevel NumCompaniesWorked MonthlyIncomesil: 0.31090885978955524, method: complete, clusters: 3
=================================================dataframe: RateIncome StockOptionLevel NumCompaniesWorked MonthlyIncomesil: 0.33335172537892427, method: average, clusters: 3
=================================================dataframe: RateIncome StockOptionLevel NumCompaniesWorked MonthlyIncomesil: 0.30910646087988186, method: ward, clusters: 3
=================================================dataframe: TrainingTimesLastYear StockOptionLevel NumCompaniesWorked MonthlyIncomesil: 0.37014141298622566, method: single, clusters: 3
=================================================dataframe: TrainingTimesLastYear StockOptionLevel NumCompaniesWorked MonthlyIncomesil: 0.3008881561740378, method: weighted, clusters: 3
=================================================dataframe: TrainingTimesLastYear StockOptionLevel NumCompaniesWorked MonthlyIncomesil: 0.3008881561740378, method: median, clusters: 3
=================================================dataframe: TrainingTimesLastYear StockOptionLevel NumCompaniesWorked MonthlyIncomesil: 0.3008881561740378, method: ward, clusters: 3
=================================================dataframe: TrainingTimesLastYear StockOptionLevel NumCompaniesWorked MonthlyIncomesil: 0.3008881561740378, method: median, clusters: 4
=================================================dataframe: YearsInCurrentRole StockOptionLevel NumCompaniesWorked MonthlyIncomesil: 0.3046229036210795, method: single, clusters: 3
=================================================dataframe: YearsInCurrentRole StockOptionLevel NumCompaniesWorked MonthlyIncomesil: 0.3097382713277379, method: average, clusters: 3
=================================================dataframe: StockOptionLevel TrainingTimesLastYear NumCompaniesWorked MonthlyIncomesil: 0.3701414129860207, method: single, clusters: 3
=================================================dataframe: StockOptionLevel TrainingTimesLastYear NumCompaniesWorked MonthlyIncomesil: 0.3008881561736721, method: weighted, clusters: 3
=================================================dataframe: StockOptionLevel TrainingTimesLastYear NumCompaniesWorked MonthlyIncomesil: 0.3008881561736721, method: median, clusters: 3
=================================================dataframe: StockOptionLevel TrainingTimesLastYear NumCompaniesWorked MonthlyIncomesil: 0.3008881561736721, method: ward, clusters: 3
=================================================dataframe: StockOptionLevel TrainingTimesLastYear NumCompaniesWorked MonthlyIncomesil: 0.3008881561736721, method: median, clusters: 4
=================================================dataframe: FractionYearsAtCompany TrainingTimesLastYear NumCompaniesWorked MonthlyIncomesil: 0.3042786635974135, method: median, clusters: 3
=================================================dataframe: RateIncome YearsInCurrentRole NumCompaniesWorked MonthlyIncomesil: 0.30037923022272534, method: median, clusters: 3
=================================================dataframe: StockOptionLevel YearsInCurrentRole NumCompaniesWorked MonthlyIncomesil: 0.3046229036209688, method: single, clusters: 3
=================================================dataframe: StockOptionLevel YearsInCurrentRole NumCompaniesWorked MonthlyIncomesil: 0.30973827132762655, method: average, clusters: 3
=================================================dataframe: TrainingTimesLastYear FractionYearsAtCompany NumCompaniesWorked MonthlyIncomesil: 0.30427866359741357, method: median, clusters: 3
=================================================dataframe: StockOptionLevel Age PercentSalaryHike MonthlyIncomesil: 0.305318177973053, method: single, clusters: 3
=================================================dataframe: StockOptionLevel Age PercentSalaryHike MonthlyIncomesil: 0.3174158179123162, method: complete, clusters: 3
=================================================dataframe: StockOptionLevel Age PercentSalaryHike MonthlyIncomesil: 0.31839524817516107, method: average, clusters: 3
=================================================dataframe: StockOptionLevel Age PercentSalaryHike MonthlyIncomesil: 0.31666185174304146, method: ward, clusters: 3
=================================================dataframe: TrainingTimesLastYear Age PercentSalaryHike MonthlyIncomesil: 0.37512053417306546, method: median, clusters: 3
=================================================dataframe: TrainingTimesLastYear Age PercentSalaryHike MonthlyIncomesil: 0.37512053417306546, method: median, clusters: 4
=================================================dataframe: TrainingTimesLastYear DistanceFromHome PercentSalaryHike MonthlyIncomesil: 0.30268929801186173, method: median, clusters: 3
=================================================dataframe: StockOptionLevel JobLevel PercentSalaryHike MonthlyIncomesil: 0.33564377399830114, method: single, clusters: 3
=================================================dataframe: FractionYearsAtCompany JobLevel PercentSalaryHike MonthlyIncomesil: 0.33466272512362805, method: median, clusters: 3
=================================================dataframe: StockOptionLevel NumCompaniesWorked PercentSalaryHike MonthlyIncomesil: 0.3454538744888145, method: single, clusters: 3
=================================================dataframe: StockOptionLevel NumCompaniesWorked PercentSalaryHike MonthlyIncomesil: 0.3454538744888145, method: median, clusters: 3
=================================================dataframe: StockOptionLevel NumCompaniesWorked PercentSalaryHike MonthlyIncomesil: 0.30288649093072634, method: ward, clusters: 3
=================================================dataframe: StockOptionLevel RateIncome PercentSalaryHike MonthlyIncomesil: 0.3373315725754185, method: average, clusters: 3
=================================================dataframe: StockOptionLevel RateIncome PercentSalaryHike MonthlyIncomesil: 0.36702162981421527, method: median, clusters: 3
=================================================dataframe: StockOptionLevel RateIncome PercentSalaryHike MonthlyIncomesil: 0.3110955947519773, method: ward, clusters: 3
=================================================dataframe: StockOptionLevel RateIncome PercentSalaryHike MonthlyIncomesil: 0.311741028107874, method: average, clusters: 4
=================================================dataframe: StockOptionLevel RateIncome PercentSalaryHike MonthlyIncomesil: 0.30676593734927354, method: weighted, clusters: 4
=================================================dataframe: StockOptionLevel RateIncome PercentSalaryHike MonthlyIncomesil: 0.31773046272752803, method: ward, clusters: 4
=================================================dataframe: YearsInCurrentRole RateIncome PercentSalaryHike MonthlyIncomesil: 0.3008587234125803, method: single, clusters: 3
=================================================dataframe: FractionYearsAtCompany RateIncome PercentSalaryHike MonthlyIncomesil: 0.3134110671577112, method: single, clusters: 3
=================================================dataframe: Age StockOptionLevel PercentSalaryHike MonthlyIncomesil: 0.305318177973053, method: single, clusters: 3
=================================================dataframe: Age StockOptionLevel PercentSalaryHike MonthlyIncomesil: 0.3174158179123162, method: complete, clusters: 3
=================================================dataframe: Age StockOptionLevel PercentSalaryHike MonthlyIncomesil: 0.3183952481751611, method: average, clusters: 3
=================================================dataframe: Age StockOptionLevel PercentSalaryHike MonthlyIncomesil: 0.3166618517430415, method: ward, clusters: 3
=================================================dataframe: JobLevel StockOptionLevel PercentSalaryHike MonthlyIncomesil: 0.33564377399830114, method: single, clusters: 3
=================================================dataframe: NumCompaniesWorked StockOptionLevel PercentSalaryHike MonthlyIncomesil: 0.3454538744888144, method: single, clusters: 3
=================================================dataframe: NumCompaniesWorked StockOptionLevel PercentSalaryHike MonthlyIncomesil: 0.3454538744888144, method: median, clusters: 3
=================================================dataframe: NumCompaniesWorked StockOptionLevel PercentSalaryHike MonthlyIncomesil: 0.3028864909307263, method: ward, clusters: 3
=================================================dataframe: RateIncome StockOptionLevel PercentSalaryHike MonthlyIncomesil: 0.3373315725754184, method: average, clusters: 3
=================================================dataframe: RateIncome StockOptionLevel PercentSalaryHike MonthlyIncomesil: 0.36702162981421527, method: median, clusters: 3
=================================================dataframe: RateIncome StockOptionLevel PercentSalaryHike MonthlyIncomesil: 0.31109559475197723, method: ward, clusters: 3
=================================================dataframe: RateIncome StockOptionLevel PercentSalaryHike MonthlyIncomesil: 0.311741028107874, method: average, clusters: 4
=================================================dataframe: RateIncome StockOptionLevel PercentSalaryHike MonthlyIncomesil: 0.3067659373492735, method: weighted, clusters: 4
=================================================dataframe: RateIncome StockOptionLevel PercentSalaryHike MonthlyIncomesil: 0.31773046272752803, method: ward, clusters: 4
=================================================dataframe: TrainingTimesLastYear StockOptionLevel PercentSalaryHike MonthlyIncomesil: 0.3134669796300862, method: complete, clusters: 3
=================================================dataframe: YearsInCurrentRole StockOptionLevel PercentSalaryHike MonthlyIncomesil: 0.30790249330697506, method: single, clusters: 3
=================================================dataframe: YearsInCurrentRole StockOptionLevel PercentSalaryHike MonthlyIncomesil: 0.3009300886925877, method: median, clusters: 3
=================================================dataframe: YearsInCurrentRole StockOptionLevel PercentSalaryHike MonthlyIncomesil: 0.3009300886925877, method: median, clusters: 4
=================================================dataframe: FractionYearsAtCompany StockOptionLevel PercentSalaryHike MonthlyIncomesil: 0.34275688200825044, method: median, clusters: 3
=================================================dataframe: Age TrainingTimesLastYear PercentSalaryHike MonthlyIncomesil: 0.37512053417306546, method: median, clusters: 3
=================================================dataframe: Age TrainingTimesLastYear PercentSalaryHike MonthlyIncomesil: 0.37512053417306546, method: median, clusters: 4
=================================================dataframe: DistanceFromHome TrainingTimesLastYear PercentSalaryHike MonthlyIncomesil: 0.30268929801186173, method: median, clusters: 3
=================================================dataframe: StockOptionLevel TrainingTimesLastYear PercentSalaryHike MonthlyIncomesil: 0.3134669796298167, method: complete, clusters: 3
=================================================dataframe: RateIncome YearsInCurrentRole PercentSalaryHike MonthlyIncomesil: 0.3008587234125803, method: single, clusters: 3
=================================================dataframe: StockOptionLevel YearsInCurrentRole PercentSalaryHike MonthlyIncomesil: 0.307902493306895, method: single, clusters: 3
=================================================dataframe: StockOptionLevel YearsInCurrentRole PercentSalaryHike MonthlyIncomesil: 0.3009300886925011, method: median, clusters: 3
=================================================dataframe: StockOptionLevel YearsInCurrentRole PercentSalaryHike MonthlyIncomesil: 0.3009300886925011, method: median, clusters: 4
=================================================dataframe: JobLevel FractionYearsAtCompany PercentSalaryHike MonthlyIncomesil: 0.33466272512362805, method: median, clusters: 3
=================================================dataframe: RateIncome FractionYearsAtCompany PercentSalaryHike MonthlyIncomesil: 0.3134110671577112, method: single, clusters: 3
=================================================dataframe: StockOptionLevel FractionYearsAtCompany PercentSalaryHike MonthlyIncomesil: 0.34275688200825044, method: median, clusters: 3
=================================================dataframe: MonthlyRate Age RateIncome MonthlyIncomesil: 0.3213524314773254, method: average, clusters: 3
