Age,Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,RateIncome,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,FractionYearsAtCompany
35.0,No,Research & Development,2.8284271247461903,Below College,Medical,Medium,Female,Medium,1.4142135623730951,Manufacturing Director,Very High,Married,1.0,Yes,3.8729833462074175,Excellent,High,0.3552490248176834,1.0,3.0,Good,2.6457513110645907,0.2
35.0,No,Research & Development,3.0,Bachelor,Life Sciences,Low,Female,High,1.0,Research Scientist,High,Single,2.0,No,3.6055512754639887,Excellent,High,0.08263271679077576,0.0,4.0,Good,1.4142135623730951,0.7142857142857143
32.0,No,Sales,3.7416573867739413,College,Medical,High,Female,Medium,1.4142135623730951,Sales Executive,High,Single,2.6457513110645907,No,4.123105625617661,Excellent,Low,0.3613241308793457,0.0,3.0,Better,2.0,0.1
34.0,No,Research & Development,2.6457513110645907,Bachelor,Other,High,Male,Very High,1.0,Laboratory Technician,Low,Single,0.0,No,3.4641016151377544,Excellent,Very High,0.1260550536539848,0.0,4.0,Better,2.6457513110645907,0.12499999999999994
45.0,No,Research & Development,2.449489742783178,Master,Other,Low,Female,High,1.4142135623730951,Research Scientist,High,Single,1.0,No,3.7416573867739413,Excellent,High,0.4731613523473813,0.0,2.0,Better,3.6055512754639887,0.5625
57.5,Yes,Sales,2.8284271247461903,College,Technical Degree,Medium,Female,High,1.4142135623730951,Sales Executive,High,Married,1.7320508075688772,Yes,3.7416573867739413,Outstanding,Low,0.8035135596111203,1.0,4.0,Better,1.7320508075688772,0.16666666666666666
31.0,No,Research & Development,1.0,Master,Life Sciences,Medium,Female,High,1.0,Laboratory Technician,Medium,Married,1.7320508075688772,No,4.69041575982343,Excellent,High,0.9293108547766932,1.0,3.0,Better,1.4142135623730951,0.14285714285714282
49.0,No,Research & Development,3.1622776601683795,Bachelor,Medical,High,Female,High,1.7320508075688772,Research Director,High,Married,2.0,No,4.47213595499958,Excellent,High,0.167783485965304,1.0,6.0,Best,2.6457513110645907,0.3846153846153848
29.0,No,Human Resources,3.0,Bachelor,Human Resources,High,Female,High,1.4142135623730951,Human Resources,Very High,Married,0.0,Yes,4.358898943540674,Outstanding,Very High,0.17980260334716072,0.0,1.0,Bad,3.0,0.5833333333333334
45.5,No,Research & Development,2.6457513110645907,Master,Life Sciences,High,Female,High,1.4142135623730951,Laboratory Technician,High,Divorced,1.0,No,3.6055512754639887,Excellent,Low,0.18339375718454332,1.7320508075688772,2.0,Good,2.6457513110645907,0.1
27.0,No,Sales,1.4142135623730951,Bachelor,Medical,Low,Male,Medium,1.4142135623730951,Sales Executive,Medium,Married,1.4142135623730951,No,4.358898943540674,MISSING,Medium,0.8294005966910765,1.4142135623730951,3.0,Better,0.0,0.4999999999999999
30.0,No,Research & Development,1.4142135623730951,Bachelor,Medical,Medium,Male,High,1.4142135623730951,Laboratory Technician,Medium,Single,2.23606797749979,No,3.3166247903554,Excellent,Very High,0.29625922682347056,0.0,2.0,Better,1.4142135623730951,0.2
36.0,No,Research & Development,3.7416573867739413,Below College,Life Sciences,High,Female,High,1.4142135623730951,Healthcare Representative,Very High,Married,0.0,Yes,4.123105625617661,Excellent,Low,0.9338311553619576,1.0,2.0,Good,2.8284271247461903,0.7647058823529409
31.0,No,Sales,3.0,Bachelor,Life Sciences,Very High,Male,High,2.23606797749979,Manager,Medium,Divorced,2.0,Yes,4.898979485566356,Excellent,Low,0.12132735986663867,1.0,2.0,Good,3.1622776601683795,0.2258064516129033
43.0,No,Sales,1.7320508075688772,Master,Marketing,High,Female,Medium,2.0,Manager,Low,Married,1.0,No,3.3166247903554,Excellent,Low,0.4699523998413326,0.0,3.0,Best,2.449489742783178,0.08823529411764705
31.0,No,Research & Development,1.0,Master,Technical Degree,Very High,Male,High,1.4142135623730951,Research Scientist,Low,Married,2.0,No,3.7416573867739413,Excellent,Medium,0.17259871295781365,1.0,2.0,Good,2.23606797749979,0.5555555555555556
57.5,No,Research & Development,1.0,Master,Medical,High,Male,High,1.0,Laboratory Technician,High,Divorced,2.6457513110645907,No,3.7416573867739413,MISSING,High,0.2270221184406823,1.7320508075688772,2.0,Better,1.4142135623730951,0.8571428571428569
22.0,No,Sales,2.6457513110645907,Bachelor,Life Sciences,Very High,Male,High,1.4142135623730951,Sales Executive,Medium,Married,0.0,No,4.123105625617661,Excellent,High,0.21901350645474205,1.0,2.0,Better,1.4142135623730951,0.25
47.0,No,Research & Development,1.4142135623730951,Bachelor,Life Sciences,High,Female,Low,1.4142135623730951,Manufacturing Director,Very High,Single,1.4142135623730951,No,4.47213595499958,Excellent,High,0.16791029726132364,0.0,0.0,Better,2.0,0.8181818181818182
45.0,No,Sales,3.8729833462074175,College,Medical,High,Male,High,1.4142135623730951,Sales Executive,Low,Single,1.0,No,3.4641016151377544,Excellent,Very High,0.2668025304632107,0.0,2.0,Best,2.8284271247461903,0.4999999999999999
30.0,Yes,Research & Development,1.4142135623730951,Master,Medical,Low,Male,Low,1.0,Research Scientist,Very High,Married,2.23606797749979,Yes,3.6055512754639887,Outstanding,Very High,0.08343776529085974,0.0,3.0,Good,1.4142135623730951,1.0
45.5,No,Research & Development,2.8284271247461903,Master,Other,Very High,Female,High,1.4142135623730951,Research Scientist,Very High,Married,3.0,No,3.7416573867739413,Excellent,Low,0.5184306962707481,1.4142135623730951,5.0,Better,3.0,0.8333333333333336
43.0,No,Sales,2.0,Master,Marketing,Low,Male,High,1.0,Sales Representative,Very High,Divorced,2.0,No,4.123105625617661,Outstanding,High,0.8893265064986213,1.0,1.0,Better,2.8284271247461903,0.23076923076923084
20.0,No,Research & Development,3.1622776601683795,Bachelor,Life Sciences,Very High,Male,High,1.0,Research Scientist,Medium,Divorced,0.0,No,3.7416573867739413,MISSING,Very High,0.11393534002229655,1.4142135623730951,3.0,Good,2.23606797749979,0.25
30.0,No,Sales,5.0990195135927845,Doctor,Marketing,High,Male,Medium,2.23606797749979,Manager,Very High,Married,1.0,No,4.58257569495584,Outstanding,High,0.1663845118722058,1.0,2.0,Better,2.449489742783178,0.055555555555555566
26.0,No,Research & Development,5.0,Bachelor,Technical Degree,Very High,Male,Medium,1.7320508075688772,Manufacturing Director,Medium,Married,1.7320508075688772,No,4.0,Excellent,Low,0.2260926717055533,0.0,2.0,Better,3.1622776601683795,0.3125000000000001
38.0,No,Research & Development,2.23606797749979,Master,Technical Degree,High,Female,High,1.7320508075688772,Manufacturing Director,Medium,Single,0.0,No,3.6055512754639887,Excellent,Very High,0.1252737625930792,0.0,3.0,Better,2.449489742783178,0.11764705882352942
23.0,No,Research & Development,2.6457513110645907,Bachelor,Other,Medium,Male,Medium,1.7320508075688772,Healthcare Representative,High,Single,2.8284271247461903,No,4.898979485566356,Excellent,High,0.290485662191281,0.0,3.0,Better,1.4142135623730951,0.07692307692307693
44.0,No,Research & Development,2.0,Bachelor,Technical Degree,Very High,Male,High,1.4142135623730951,Research Scientist,Medium,Divorced,2.23606797749979,No,3.8729833462074175,Excellent,Very High,0.3697126251210856,1.4142135623730951,3.0,Good,2.8284271247461903,0.0
30.0,No,Human Resources,4.358898943540674,Master,Medical,High,Female,High,1.7320508075688772,Human Resources,Medium,Married,1.4142135623730951,No,3.8729833462074175,Excellent,High,0.9774112052310886,1.0,6.0,Best,2.6457513110645907,0.3125000000000001
37.0,No,Research & Development,4.123105625617661,College,Medical,High,Male,High,1.4142135623730951,Laboratory Technician,Low,Divorced,1.0,No,3.4641016151377544,MISSING,Very High,0.5646102696712235,1.0,2.0,Better,0.0,1.0
30.0,No,Research & Development,5.291502622129181,College,Medical,Very High,Female,High,1.4142135623730951,Research Scientist,Very High,Married,1.0,No,3.6055512754639887,Excellent,Very High,0.4364839953075249,1.4142135623730951,4.0,Better,2.8284271247461903,0.6818181818181819
49.0,Yes,Sales,5.0990195135927845,Master,Marketing,Low,Female,High,1.4142135623730951,Sales Executive,Very High,Married,1.0,Yes,3.3166247903554,Excellent,High,0.12275207591933553,0.0,2.0,Better,2.6457513110645907,0.2
45.0,No,Sales,2.8284271247461903,Master,Technical Degree,Very High,Female,Medium,2.0,Sales Executive,Medium,Married,2.449489742783178,No,4.123105625617661,Excellent,Medium,0.4857311221483292,1.0,3.0,Better,2.8284271247461903,0.4545454545454546
46.0,No,Research & Development,2.8284271247461903,College,Other,Low,Female,High,1.7320508075688772,Laboratory Technician,Medium,Married,2.0,No,3.3166247903554,Outstanding,High,0.4650531654580237,1.0,2.0,Good,3.0,0.8275862068965515
36.0,Yes,Sales,1.0,Master,Life Sciences,Low,Female,Medium,1.7320508075688772,Sales Executive,High,Married,2.23606797749979,No,3.3166247903554,Excellent,High,0.1383192601527943,0.0,6.0,Bad,1.0,0.1764705882352941
24.0,No,Sales,1.0,Master,Life Sciences,Very High,Male,High,1.4142135623730951,Sales Executive,Medium,Married,0.0,No,3.8729833462074175,Excellent,Low,0.31430068098480884,1.4142135623730951,3.0,Better,3.6055512754639887,0.12500000000000006
45.5,No,Research & Development,2.6457513110645907,Master,Life Sciences,Low,Male,High,1.7320508075688772,Research Director,Medium,Single,0.0,No,3.3166247903554,Excellent,High,0.1733903160663127,0.0,3.0,Better,2.449489742783178,0.8461538461538464
39.5,No,Sales,5.0990195135927845,Bachelor,Marketing,High,Female,High,1.4142135623730951,Sales Executive,Low,Married,1.0,No,3.7416573867739413,Excellent,Medium,0.1252644371427287,1.0,3.0,Good,2.6457513110645907,0.25
41.0,Yes,Research & Development,1.4142135623730951,Bachelor,Medical,Very High,Female,High,2.23606797749979,Manager,Low,Married,2.23606797749979,Yes,3.6055512754639887,Outstanding,Very High,0.6401245341761417,1.0,0.0,Better,1.4142135623730951,0.8333333333333336
29.0,No,Research & Development,1.4142135623730951,Bachelor,Life Sciences,Very High,Male,High,1.0,Research Scientist,High,Married,2.0,No,3.6055512754639887,Excellent,Medium,0.1739130434782606,1.0,4.0,Better,1.4142135623730951,0.3333333333333334
45.0,No,Research & Development,1.4142135623730951,Below College,Life Sciences,High,Male,High,2.0,Manager,High,Married,0.0,Yes,3.6055512754639887,Outstanding,Very High,0.09984199834474444,0.0,3.0,Good,2.8284271247461903,0.09523809523809527
39.0,No,Sales,4.123105625617661,Master,Life Sciences,High,Female,High,1.4142135623730951,Sales Executive,Low,Married,1.7320508075688772,Yes,3.8729833462074175,Excellent,Very High,0.4995719585275378,1.7320508075688772,1.0,Better,2.6457513110645907,0.2
34.0,No,Human Resources,1.7320508075688772,Bachelor,Human Resources,High,Male,Very High,1.4142135623730951,Human Resources,Medium,Married,3.0,No,3.8729833462074175,Excellent,High,0.14179144242553415,1.0,2.0,Bad,1.7320508075688772,0.1666666666666667
27.0,No,Sales,3.1622776601683795,Bachelor,Marketing,High,Female,Medium,1.7320508075688772,Sales Executive,Very High,Married,1.4142135623730951,Yes,4.358898943540674,MISSING,High,0.537403787944305,1.0,3.0,Better,1.4142135623730951,0.5333333333333332
40.0,Yes,Sales,4.898979485566356,Below College,Life Sciences,High,Male,Low,1.0,Sales Representative,Very High,Single,1.0,Yes,3.7416573867739413,Excellent,Very High,0.4498756218905468,0.0,2.0,Better,0.0,1.0
28.0,No,Research & Development,2.23606797749979,Master,Other,Medium,Male,Very High,1.0,Research Scientist,Very High,Married,1.7320508075688772,No,4.123105625617661,Excellent,Very High,0.224724484906564,1.4142135623730951,3.0,Better,1.4142135623730951,0.8333333333333336
34.0,No,Research & Development,2.23606797749979,College,Medical,Very High,Female,High,1.4142135623730951,Manufacturing Director,Very High,Divorced,2.6457513110645907,No,4.0,Excellent,High,0.22095180566941355,1.4142135623730951,3.0,Good,1.4142135623730951,0.0
38.0,No,Research & Development,5.0990195135927845,Bachelor,Medical,Medium,Female,High,1.4142135623730951,Research Scientist,Medium,Divorced,1.0,No,3.3166247903554,Excellent,Low,0.242709313264346,1.0,4.0,Better,2.6457513110645907,0.25
31.0,No,Research & Development,2.23606797749979,Bachelor,Technical Degree,Very High,Male,High,1.0,Research Scientist,Low,Divorced,2.23606797749979,No,3.7416573867739413,Excellent,Very High,0.33384541526644274,1.0,2.0,Better,1.4142135623730951,0.6249999999999999
34.0,No,Research & Development,4.242640687119285,Master,Medical,Very High,Female,High,1.7320508075688772,Manufacturing Director,Very High,Single,2.449489742783178,No,3.4641016151377544,Outstanding,Very High,0.2299270072992701,0.0,2.0,Good,2.6457513110645907,0.6000000000000002
33.0,No,Research & Development,5.196152422706632,Bachelor,Technical Degree,Very High,Female,Very High,1.0,Laboratory Technician,Medium,Divorced,2.23606797749979,No,3.4641016151377544,Excellent,High,0.6555081127241669,1.0,5.0,Better,2.0,0.6249999999999999
28.0,No,Research & Development,5.0,College,Medical,High,Male,Medium,1.4142135623730951,Healthcare Representative,Very High,Divorced,2.6457513110645907,No,3.6055512754639887,Excellent,High,0.14023644516918074,1.4142135623730951,3.0,Better,1.4142135623730951,0.1111111111111111
56.0,No,Research & Development,1.4142135623730951,Master,Medical,High,Male,High,1.0,Laboratory Technician,High,Single,2.0,No,4.58257569495584,MISSING,High,0.1903637991372995,0.0,4.0,Better,2.8284271247461903,0.6250000000000001
37.0,No,Sales,3.1622776601683795,Master,Technical Degree,Medium,Male,Medium,1.4142135623730951,Sales Executive,High,Married,1.0,Yes,3.6055512754639887,Excellent,Low,0.9518151815181544,1.0,2.0,Better,3.0,0.4
40.0,No,Sales,1.0,Below College,Medical,Very High,Male,High,1.4142135623730951,Sales Executive,Low,Single,2.6457513110645907,No,4.47213595499958,Excellent,Very High,0.6785666711069659,0.0,6.0,Best,2.6457513110645907,0.055555555555555566
23.0,No,Research & Development,3.1622776601683795,Master,Other,Very High,Male,High,1.4142135623730951,Healthcare Representative,Very High,Married,1.4142135623730951,Yes,3.6055512754639887,MISSING,Very High,0.1518749019402752,0.0,2.0,Best,1.4142135623730951,0.4444444444444444
31.0,Yes,Research & Development,5.0,Master,Life Sciences,Very High,Male,High,1.0,Research Scientist,Medium,Divorced,1.0,Yes,4.358898943540674,Excellent,Low,0.15994461834818202,1.0,5.0,Good,1.4142135623730951,0.2
37.0,No,Research & Development,2.8284271247461903,Bachelor,Medical,Medium,Male,Very High,1.0,Research Scientist,High,Married,2.6457513110645907,No,4.123105625617661,Excellent,Low,0.1862605602489996,0.0,2.0,Better,1.4142135623730951,1.0
31.0,No,Research & Development,3.0,College,Medical,Low,Male,High,1.4142135623730951,Manufacturing Director,Low,Married,1.0,No,5.0,MISSING,Very High,0.7977263499796997,1.0,2.0,Better,0.0,0.1
56.0,Yes,Human Resources,3.6055512754639887,Bachelor,Human Resources,Low,Male,Medium,1.0,Human Resources,Low,Divorced,2.0,Yes,3.8729833462074175,Excellent,Very High,0.8194488438390869,1.7320508075688772,3.0,Better,1.4142135623730951,1.0
45.5,Yes,Sales,3.6055512754639887,Master,Medical,Medium,Male,High,1.4142135623730951,Sales Executive,Low,Divorced,1.4142135623730951,No,4.123105625617661,Excellent,High,0.2943015983321752,0.0,0.0,Bad,1.0,0.1111111111111111
42.0,No,Research & Development,2.6457513110645907,Bachelor,Life Sciences,High,Male,Very High,2.0,Research Director,High,Married,1.7320508075688772,No,4.358898943540674,Excellent,High,0.19949681811454786,0.0,5.0,Better,1.0,0.09375
30.0,No,Research & Development,2.23606797749979,Bachelor,Life Sciences,Very High,Female,Very High,1.0,Research Scientist,Medium,Divorced,1.0,Yes,4.0,Excellent,Low,0.25855390574564263,1.0,3.0,Good,1.4142135623730951,0.7499999999999999
33.5,No,Sales,1.7320508075688772,Bachelor,Other,Very High,Female,Low,1.4142135623730951,Sales Executive,Low,Single,1.7320508075688772,No,4.242640687119285,MISSING,Very High,0.39544396199106413,0.0,3.0,Better,3.0,0.2
29.0,Yes,Research & Development,1.4142135623730951,College,Medical,High,Female,Medium,1.0,Laboratory Technician,Low,Single,2.6457513110645907,No,3.3166247903554,Excellent,High,0.7794584500466875,0.0,1.0,Good,0.0,1.0
27.0,No,Research & Development,2.449489742783178,Bachelor,Medical,Very High,Female,Medium,1.4142135623730951,Manufacturing Director,Medium,Single,2.449489742783178,Yes,3.8729833462074175,Excellent,Very High,0.22542037586547975,0.0,2.0,Better,2.0,0.875
39.5,Yes,Research & Development,1.7320508075688772,Bachelor,Life Sciences,Low,Female,High,1.0,Research Scientist,Low,Single,1.0,Yes,3.3166247903554,Excellent,Low,0.6324273072060673,0.0,2.0,Better,2.8284271247461903,0.4999999999999999
24.0,No,Research & Development,3.0,College,Medical,Low,Male,High,1.0,Laboratory Technician,Very High,Single,1.0,No,3.6055512754639887,MISSING,High,0.0944829262364805,0.0,2.0,Better,3.0,0.08333333333333336
36.0,No,Research & Development,2.449489742783178,Bachelor,Medical,Medium,Female,Low,1.4142135623730951,Research Scientist,Very High,Divorced,2.6457513110645907,Yes,3.4641016151377544,Excellent,Very High,0.29515810905389017,1.7320508075688772,2.0,Better,3.3166247903554,0.8823529411764709
27.5,Yes,Research & Development,2.0,Below College,Technical Degree,High,Female,Medium,1.0,Laboratory Technician,High,Single,2.23606797749979,No,4.0,MISSING,High,0.5245919596889034,0.0,3.0,Better,1.4142135623730951,0.7499999999999999
31.0,No,Research & Development,3.3166247903554,College,Medical,High,Male,Medium,1.7320508075688772,Healthcare Representative,Low,Married,1.4142135623730951,Yes,3.6055512754639887,Excellent,High,0.7434353167911342,1.0,3.0,Better,0.0,0.7000000000000001
39.5,No,Research & Development,1.0,Master,Medical,Very High,Female,Medium,1.0,Laboratory Technician,High,Married,2.449489742783178,No,3.4641016151377544,Excellent,Medium,0.1352509179926559,1.0,3.0,Better,0.0,0.1
33.5,No,Research & Development,2.449489742783178,Master,Medical,Low,Female,Medium,1.0,Research Scientist,High,Divorced,0.0,No,3.4641016151377544,Outstanding,High,0.6674645920606426,1.4142135623730951,3.0,Good,1.7320508075688772,0.1666666666666667
42.0,Yes,Research & Development,2.6457513110645907,Bachelor,Technical Degree,Medium,Male,High,1.0,Laboratory Technician,High,Divorced,1.7320508075688772,Yes,3.6055512754639887,Excellent,Low,0.2295632050911194,1.4142135623730951,3.0,Better,2.6457513110645907,0.0
47.0,No,Research & Development,1.0,Below College,Life Sciences,Very High,Male,High,1.0,Research Scientist,Low,Single,1.0,No,3.6055512754639887,Excellent,Very High,0.3279747002240082,0.0,3.0,Better,0.0,1.0
57.5,No,Research & Development,1.7320508075688772,Below College,Medical,Medium,Male,High,1.0,Laboratory Technician,Medium,Single,1.0,No,3.7416573867739413,Outstanding,Very High,0.2592224568376605,0.0,0.0,Better,0.0,1.0
21.0,No,Human Resources,5.0990195135927845,Master,Life Sciences,High,Female,High,1.7320508075688772,Human Resources,Very High,Single,1.0,Yes,4.0,Outstanding,High,0.15773344549933907,0.0,2.0,Better,0.0,0.22222222222222227
33.0,No,Research & Development,4.242640687119285,Bachelor,Medical,High,Male,High,1.4142135623730951,Manufacturing Director,High,Divorced,1.4142135623730951,No,3.7416573867739413,Excellent,High,0.07843733373869413,1.0,0.0,Good,2.6457513110645907,0.3947368421052631
23.0,No,Research & Development,2.0,Master,Life Sciences,High,Male,Medium,1.7320508075688772,Healthcare Representative,High,Single,2.6457513110645907,No,3.7416573867739413,Outstanding,Medium,0.07197122948977294,0.0,1.0,Better,3.3166247903554,0.0
45.5,No,Human Resources,1.0,Master,Life Sciences,Low,Female,Medium,1.4142135623730951,Human Resources,High,Single,2.0,No,3.3166247903554,Outstanding,Medium,0.1727894697702089,0.0,3.0,Best,1.4142135623730951,0.5999999999999999
40.0,No,Research & Development,3.0,College,Medical,Medium,Male,Medium,1.4142135623730951,Manufacturing Director,Medium,Divorced,1.4142135623730951,Yes,3.3166247903554,Excellent,High,0.9872972585043794,1.0,5.0,Better,1.4142135623730951,0.6923076923076925
21.0,Yes,Sales,4.795831523312719,Below College,Life Sciences,Very High,Male,Medium,1.7320508075688772,Sales Executive,Low,Married,1.0,No,3.6055512754639887,Excellent,Low,0.3739473212685909,1.0,2.0,Bad,2.8284271247461903,0.18181818181818185
52.0,No,Research & Development,1.0,Bachelor,Technical Degree,High,Male,Low,1.7320508075688772,Manufacturing Director,Low,Divorced,1.4142135623730951,Yes,4.58257569495584,MISSING,High,0.8221959858323488,1.0,3.0,Better,2.6457513110645907,0.5294117647058824
28.0,No,Research & Development,2.8284271247461903,Bachelor,Medical,High,Male,High,1.0,Research Scientist,Very High,Single,1.0,No,3.3166247903554,Excellent,High,0.5593302990897266,0.0,3.0,Good,1.4142135623730951,0.3333333333333334
42.0,No,Sales,4.242640687119285,Master,Medical,Medium,Female,High,1.4142135623730951,Sales Executive,Low,Married,0.0,No,4.0,Excellent,Very High,0.28312989045383435,1.0,4.0,Bad,1.7320508075688772,1.0
50.0,No,Sales,3.1622776601683795,Bachelor,Technical Degree,High,Male,High,1.4142135623730951,Sales Executive,Very High,Single,1.0,Yes,3.6055512754639887,Excellent,Medium,0.8864264535906327,0.0,3.0,Better,1.7320508075688772,0.6666666666666669
36.0,Yes,Research & Development,3.7416573867739413,Bachelor,Medical,High,Female,High,1.0,Laboratory Technician,Very High,Married,2.23606797749979,Yes,3.6055512754639887,Outstanding,High,0.31432570319201786,1.0,2.0,Bad,2.0,0.12499999999999994
38.0,No,Research & Development,1.7320508075688772,Master,Medical,Low,Female,Medium,1.0,Research Scientist,Very High,Single,0.0,No,3.6055512754639887,Excellent,Very High,0.6922367207064722,0.0,4.0,Better,1.4142135623730951,0.2
26.0,No,Sales,1.0,Below College,Life Sciences,Medium,Male,High,1.4142135623730951,Sales Executive,High,Married,1.0,No,5.0,Excellent,High,0.1458503179520627,0.0,2.0,Better,4.0,0.35
27.0,Yes,Research & Development,4.69041575982343,Bachelor,Life Sciences,Low,Female,High,1.0,Research Scientist,High,Married,2.0,Yes,3.3166247903554,Excellent,Medium,0.20088395874859166,0.0,2.0,Better,1.4142135623730951,0.14285714285714282
41.0,No,Sales,3.1622776601683795,Master,Marketing,Very High,Male,High,1.4142135623730951,Sales Executive,High,Divorced,1.0,Yes,3.4641016151377544,Excellent,Very High,0.5193575655114119,1.0,2.0,Best,1.4142135623730951,0.2
41.0,No,Research & Development,2.0,College,Life Sciences,High,Female,Very High,2.23606797749979,Manager,Low,Divorced,1.0,No,3.7416573867739413,Outstanding,Very High,0.25135892887795386,1.4142135623730951,3.0,Good,3.0,0.19230769230769235
25.0,No,Sales,2.23606797749979,Bachelor,Medical,Very High,Male,High,1.4142135623730951,Sales Executive,Low,Single,0.0,No,4.242640687119285,Excellent,Very High,0.0878671775223498,0.0,2.0,Better,2.0,0.5000000000000001
45.5,No,Research & Development,2.449489742783178,Below College,Life Sciences,High,Male,High,1.0,Research Scientist,High,Married,0.0,Yes,3.7416573867739413,Excellent,Very High,0.5661129568106316,0.0,2.0,Better,1.4142135623730951,1.0
29.0,No,Sales,3.7416573867739413,Bachelor,Medical,High,Female,High,1.4142135623730951,Sales Executive,High,Married,1.7320508075688772,Yes,4.123105625617661,Excellent,High,0.6662809917355372,1.0,2.0,Good,2.0,0.6363636363636365
29.0,No,Sales,5.0990195135927845,Bachelor,Marketing,Low,Female,Medium,1.4142135623730951,Sales Executive,Low,Married,1.0,No,3.8729833462074175,MISSING,Low,0.1556162569323732,1.0,5.0,Better,2.6457513110645907,0.29999999999999993
51.5,No,Sales,1.4142135623730951,College,Life Sciences,Medium,Male,High,1.4142135623730951,Sales Executive,Very High,Single,1.0,No,4.242640687119285,Excellent,Low,0.15078973346495553,0.0,5.0,Good,2.6457513110645907,0.8999999999999999
41.0,No,Research & Development,2.23606797749979,Master,Life Sciences,Very High,Male,High,1.7320508075688772,Manager,Medium,Married,2.449489742783178,No,3.3166247903554,Excellent,Medium,0.17865091593905194,1.4142135623730951,2.0,Better,2.449489742783178,0.1666666666666667
46.0,No,Research & Development,2.449489742783178,Below College,Medical,Very High,Male,Medium,1.7320508075688772,Healthcare Representative,Low,Married,2.0,No,3.8729833462074175,Excellent,Low,0.1945285920678572,1.0,3.0,Better,2.6457513110645907,0.6666666666666665
33.0,No,Research & Development,2.8284271247461903,Bachelor,Life Sciences,Very High,Female,High,1.0,Laboratory Technician,High,Single,2.0,No,3.6055512754639887,Excellent,Very High,0.2135202583675866,0.0,3.0,Better,0.0,1.0
41.0,No,Sales,1.4142135623730951,Bachelor,Technical Degree,High,Female,Low,2.0,Manager,Medium,Married,1.7320508075688772,Yes,3.4641016151377544,Excellent,Medium,0.2739533952059829,1.0,2.0,Good,2.6457513110645907,0.32142857142857145
27.5,No,Research & Development,4.795831523312719,Bachelor,Life Sciences,Very High,Female,High,2.0,Manufacturing Director,Medium,Married,2.0,Yes,3.4641016151377544,Outstanding,Low,0.14642171647929794,1.0,3.0,Better,4.0,0.030303030303030307
28.0,No,Sales,4.47213595499958,College,Marketing,Very High,Male,High,1.4142135623730951,Sales Executive,Very High,Divorced,1.4142135623730951,No,3.7416573867739413,Excellent,Very High,0.7885762206485264,1.0,4.0,Better,1.4142135623730951,0.4999999999999999
59.0,No,Research & Development,1.0,Bachelor,Medical,High,Female,High,1.0,Laboratory Technician,Low,Single,0.0,No,3.6055512754639887,Excellent,Very High,0.2735679296211135,0.0,2.0,Good,2.6457513110645907,0.4999999999999999
37.0,No,Research & Development,1.4142135623730951,Bachelor,Life Sciences,High,Female,Medium,1.7320508075688772,Manufacturing Director,Medium,Divorced,1.4142135623730951,No,4.242640687119285,MISSING,Medium,0.32913007964059604,1.0,3.0,Best,2.6457513110645907,0.3999999999999997
29.0,No,Research & Development,4.242640687119285,Master,Life Sciences,High,Male,High,1.4142135623730951,Healthcare Representative,High,Married,1.0,Yes,3.7416573867739413,Excellent,Very High,0.1732942994226234,1.4142135623730951,2.0,Best,1.4142135623730951,0.29999999999999993
54.0,No,Research & Development,1.0,Master,Other,High,Female,Very High,1.4142135623730951,Healthcare Representative,Medium,Married,1.0,Yes,3.6055512754639887,Excellent,Low,0.27205991766281457,1.0,4.0,Better,2.23606797749979,0.8333333333333336
42.0,No,Research & Development,3.0,Bachelor,Medical,Medium,Male,High,1.0,Research Scientist,Very High,Married,1.0,Yes,3.4641016151377544,Outstanding,High,0.18087810007887106,1.7320508075688772,2.0,Good,1.4142135623730951,0.25
35.0,No,Sales,1.4142135623730951,College,Marketing,High,Female,High,1.4142135623730951,Sales Executive,Very High,Married,0.0,Yes,4.69041575982343,Excellent,Low,0.14463251419895407,1.0,1.0,Better,2.449489742783178,0.375
40.0,No,Sales,3.0,College,Medical,Very High,Female,Low,1.4142135623730951,Sales Executive,Very High,Divorced,0.0,No,4.123105625617661,Excellent,Very High,0.1938453445554972,1.7320508075688772,3.0,Best,2.6457513110645907,0.1111111111111111
25.0,No,Research & Development,2.0,Master,Life Sciences,Very High,Female,High,1.4142135623730951,Healthcare Representative,High,Married,0.0,Yes,4.0,Excellent,Medium,0.13547667719754694,0.0,3.0,Better,1.4142135623730951,0.5000000000000001
29.0,No,Sales,5.0990195135927845,Master,Marketing,Low,Male,High,2.0,Manager,High,Married,1.4142135623730951,No,3.7416573867739413,Excellent,High,0.814086521272793,1.0,3.0,Good,2.449489742783178,0.3448275862068966
34.0,No,Research & Development,4.47213595499958,Doctor,Medical,Medium,Female,High,2.0,Healthcare Representative,High,Married,1.4142135623730951,Yes,3.8729833462074175,Outstanding,High,0.3244236067475472,1.0,2.0,Better,2.8284271247461903,0.25
34.0,No,Human Resources,1.4142135623730951,Doctor,Medical,Very High,Female,Very High,1.4142135623730951,Human Resources,Low,Married,2.6457513110645907,No,4.0,Outstanding,Low,0.15780059107170633,1.0,6.0,Best,1.7320508075688772,0.4999999999999999
