Age,Attrition,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
45.5,Yes,1146,Sales,8,Bachelor,Technical Degree,Very High,Male,38,Medium,2,Sales Executive,Low,Single,3424.0,3064,6,No,17,Excellent,High,0,6,3.0,Good,4.0,3,1,2
58.0,No,1157,Research & Development,17,Bachelor,Technical Degree,High,Female,51,High,1,Research Scientist,Medium,Married,10312.0,13364,0,Yes,16,Excellent,Very High,1,6,3.0,Good,40.0,2,1,1
41.0,No,896,Research & Development,2,Bachelor,Medical,High,Male,68,High,1,Research Scientist,High,Divorced,6284.0,8045,2,No,14,MISSING,High,1,8,4.0,Best,9.0,1,1,2
21.0,No,1055,Research & Development,1,Bachelor,Medical,Very High,Female,76,High,5,Research Director,Low,Married,2716.0,22456,3,Yes,21,Excellent,High,1,32,0.0,Better,1.0,8,1,5
40.0,No,805,Research & Development,4,College,Life Sciences,High,Male,57,High,2,Laboratory Technician,Medium,Married,2387.0,23163,1,No,12,Outstanding,Medium,0,9,3.0,Good,4.0,7,0,8
26.0,No,727,Research & Development,3,Bachelor,Life Sciences,High,Male,41,Medium,1,Laboratory Technician,High,Married,2570.0,16900,1,No,18,Outstanding,High,2,1,5.0,Better,7.0,0,0,0
45.5,No,1495,Research & Development,10,Bachelor,Medical,High,Female,76,High,2,Healthcare Representative,High,Married,5257.0,22174,3,No,19,Excellent,High,1,18,3.0,Better,9.0,0,0,0
45.0,No,1368,Research & Development,28,Master,Technical Degree,Very High,Male,88,Medium,2,Healthcare Representative,Very High,Married,4447.0,4386,0,No,11,Excellent,Very High,3,7,5.0,Best,9.0,5,0,4
33.5,No,1029,Research & Development,16,Bachelor,Life Sciences,Very High,Male,91,Medium,3,Healthcare Representative,Medium,Single,2660.0,21195,1,No,19,Excellent,Very High,0,11,3.0,Bad,2.0,8,3,3
18.0,No,895,Research & Development,15,College,Life Sciences,Low,Male,50,High,1,Laboratory Technician,High,Divorced,1904.0,22482,1,No,16,Excellent,Very High,1,4,0.0,Good,0.0,2,2,2
45.5,Yes,906,Research & Development,5,College,Life Sciences,Low,Male,95,Medium,1,Research Scientist,Low,Divorced,6284.0,20293,6,No,17,Excellent,Low,1,5,2.0,Bad,0.0,0,0,0
48.0,No,509,Research & Development,2,Master,Other,Low,Female,62,Medium,2,Healthcare Representative,High,Single,12504.0,2112,2,Yes,17,Outstanding,Low,0,10,3.0,Better,0.0,7,0,7
26.0,Yes,602,Sales,1,Below College,Technical Degree,High,Male,100,Low,1,Sales Representative,Low,Single,2061.0,20989,0,No,21,Outstanding,Low,0,1,5.0,Best,1.0,0,0,0
26.0,Yes,1097,Research & Development,10,Master,Life Sciences,High,Male,96,High,1,Research Scientist,High,Single,2293.0,10826,1,Yes,11,Excellent,High,0,6,2.0,Better,1.0,4,0,2
33.5,No,672,Research & Development,7,College,Medical,High,Male,54,Medium,5,Manager,Very High,Married,14411.0,21141,1,No,15,Excellent,Low,1,21,2.0,Better,7.5,9,13,3
53.0,No,492,Research & Development,12,Bachelor,Medical,Very High,Female,66,High,2,Manufacturing Director,Medium,Married,19094.0,7693,4,No,21,Excellent,High,0,7,3.0,Better,14.0,4,1,0
27.0,No,1141,Sales,1,Bachelor,Life Sciences,High,Female,42,Very High,2,Sales Executive,Low,Married,5769.0,3193,2,No,19,Excellent,Low,2,10,3.0,Better,6.0,3,1,3
27.0,No,343,Research & Development,15,College,Life Sciences,High,Male,92,Medium,3,Research Director,Very High,Divorced,2580.0,15682,0,Yes,14,Excellent,Medium,1,12,4.0,Better,4.0,10,2,9
33.0,No,1480,Sales,4,Bachelor,Life Sciences,High,Male,64,High,3,Sales Executive,Very High,Married,5487.0,24444,2,Yes,13,Excellent,Very High,3,9,2.0,Better,10.0,3,1,0
44.0,Yes,1033,Research & Development,9,Bachelor,Medical,Low,Male,41,High,1,Laboratory Technician,Low,Single,2064.0,10224,7,No,22,MISSING,Low,0,10,5.0,Best,2.0,4,0,4
51.5,No,288,Research & Development,2,Bachelor,Life Sciences,Very High,Female,40,High,3,Healthcare Representative,Very High,Married,3291.0,18611,2,Yes,14,MISSING,High,1,24,3.0,Bad,7.0,8,13,9
53.0,No,541,Sales,3,Master,Medical,Low,Female,48,Medium,3,Sales Executive,Very High,Married,10169.0,7246,4,No,11,Excellent,Low,1,16,2.0,Better,33.0,9,1,12
26.0,Yes,318,Research & Development,9,Bachelor,Medical,Very High,Male,79,Medium,1,Research Scientist,High,Married,5828.0,21777,0,Yes,17,Excellent,Low,1,2,0.0,Good,8.0,0,0,0
50.0,No,590,Research & Development,4,Bachelor,Technical Degree,Very High,Male,91,Medium,1,Research Scientist,Low,Divorced,3221.0,10007,1,No,13,Excellent,High,1,1,3.0,Better,20.0,0,0,0
30.0,No,1079,Sales,10,College,Medical,High,Female,86,High,2,Sales Executive,Very High,Divorced,2132.0,20115,2,Yes,11,Excellent,Very High,1,8,2.0,Better,5.0,2,1,4
41.0,No,746,Sales,2,Bachelor,Life Sciences,Very High,Male,61,High,2,Sales Executive,High,Married,6032.0,16928,1,No,14,Excellent,Low,1,4,3.0,Good,5.0,3,0,2
51.5,No,1265,Research & Development,3,Bachelor,Life Sciences,High,Male,95,Very High,2,Laboratory Technician,Very High,Married,5021.0,23726,2,Yes,13,Outstanding,Medium,1,17,2.0,Good,4.0,3,1,3
55.0,No,1343,Sales,22,Below College,Technical Degree,High,Male,49,High,1,Sales Representative,High,Single,4035.0,24444,1,No,11,Excellent,High,0,3,2.0,Better,3.0,2,1,2
23.0,No,1050,Sales,9,Master,Life Sciences,Medium,Male,65,Medium,2,Sales Executive,High,Married,2500.0,17970,1,No,13,Excellent,Very High,1,15,2.0,Better,4.0,10,4,12
26.0,No,691,Research & Development,2,Bachelor,Medical,High,Male,64,High,4,Research Director,High,Married,4969.0,6881,5,No,16,Excellent,Very High,0,30,6.0,Better,2.0,3,0,3
49.0,No,722,Sales,24,Below College,Marketing,Medium,Female,60,Medium,4,Sales Executive,Very High,Married,6567.0,8828,0,No,11,Excellent,Low,1,21,2.0,Good,15.0,9,9,6
51.5,No,208,Research & Development,8,Master,Life Sciences,High,Female,52,High,2,Healthcare Representative,High,Married,2157.0,12250,1,No,12,Excellent,Very High,1,15,5.0,Better,3.0,11,2,9
32.0,No,793,Sales,2,Below College,Life Sciences,Very High,Female,43,Low,2,Sales Executive,Very High,Single,2332.0,20392,3,No,20,Outstanding,Medium,0,8,3.0,Better,3.0,2,0,0
44.0,No,1313,Research & Development,7,Bachelor,Medical,Medium,Male,31,High,5,Research Director,Very High,Divorced,5933.0,3549,0,Yes,14,Excellent,Very High,1,23,3.0,Good,5.0,7,1,10
38.0,No,1463,Research & Development,23,Bachelor,Medical,Medium,Male,64,Medium,2,Healthcare Representative,Very High,Married,4855.0,14408,0,No,21,Excellent,Medium,1,10,2.0,Better,5.0,0,7,8
58.0,No,1358,Sales,16,Below College,Life Sciences,Very High,Male,96,High,2,Sales Executive,High,Married,2372.0,2939,8,No,15,Excellent,High,2,4,3.0,Good,2.0,1,2,2
29.0,No,1041,Human Resources,13,Bachelor,Human Resources,High,Male,36,High,1,Human Resources,Medium,Married,2642.0,25527,4,No,13,Excellent,Medium,1,8,6.0,Better,1.0,2,0,4
38.0,No,1094,Sales,28,Bachelor,Other,High,Male,58,Low,3,Sales Executive,Low,Divorced,4174.0,11373,3,No,15,Excellent,High,1,20,4.0,Better,1.0,0,0,1
52.0,No,1396,Sales,10,Bachelor,Life Sciences,High,Female,99,High,1,Sales Representative,High,Single,19999.0,2755,1,No,11,Excellent,High,0,1,5.0,Better,22.5,0,0,0
42.0,No,530,Sales,2,Master,Life Sciences,High,Male,51,High,2,Sales Representative,Very High,Single,10124.0,7439,3,No,15,Excellent,High,0,17,3.0,Good,20.0,7,6,7
26.0,No,1385,Research & Development,20,College,Medical,High,Male,79,High,4,Healthcare Representative,Very High,Married,2373.0,7501,0,Yes,14,Excellent,Medium,0,21,2.0,Better,3.0,7,4,10
27.5,No,217,Sales,10,Master,Marketing,Medium,Male,43,High,2,Sales Executive,High,Single,7779.0,10410,1,No,14,Outstanding,Medium,0,10,0.0,Good,11.0,4,0,9
46.0,No,575,Research & Development,25,Bachelor,Life Sciences,Very High,Male,44,Medium,2,Manufacturing Director,Medium,Single,10096.0,24152,1,No,13,Excellent,Very High,0,5,1.0,Better,7.0,3,0,2
29.0,No,1131,Research & Development,15,Bachelor,Life Sciences,Very High,Male,77,Medium,1,Research Scientist,Low,Married,4174.0,23844,0,No,19,Excellent,Very High,1,8,4.0,Good,3.0,6,7,3
30.0,No,117,Research & Development,22,Bachelor,Medical,Very High,Female,58,High,4,Manager,Very High,Divorced,2564.0,2437,3,No,11,Excellent,Medium,1,24,2.0,Better,11.0,17,4,7
41.0,No,303,Sales,2,Master,Marketing,High,Female,75,High,1,Sales Representative,High,Married,5467.0,11314,6,No,18,Excellent,Very High,1,6,4.0,Better,6.0,3,1,2
40.0,No,217,Research & Development,8,Below College,Life Sciences,Medium,Male,94,Low,1,Laboratory Technician,Low,Married,12614.0,6881,1,No,15,Excellent,Low,1,4,2.0,Good,20.0,3,1,1
32.0,No,256,Sales,10,College,Medical,High,Male,40,Low,2,Sales Executive,Medium,Single,4883.0,22074,1,No,13,Excellent,Low,0,19,3.0,Better,10.0,2,11,9
45.5,No,1470,Research & Development,10,Bachelor,Medical,Medium,Female,71,High,1,Research Scientist,Medium,Married,4627.0,9953,1,No,11,Excellent,Low,1,8,6.0,Bad,9.0,4,7,7
35.0,No,718,Research & Development,8,Below College,Medical,Medium,Female,79,Medium,2,Manufacturing Director,Very High,Married,6284.0,17689,1,Yes,15,Excellent,High,1,10,3.0,Good,2.0,7,1,2
35.0,No,116,Research & Development,13,Bachelor,Other,High,Male,77,Medium,1,Laboratory Technician,Medium,Married,2064.0,7331,1,No,20,MISSING,High,1,2,2.0,Better,7.5,2,2,2
35.0,No,343,Research & Development,9,Bachelor,Life Sciences,Low,Female,52,High,1,Research Scientist,High,Single,2064.0,24978,4,No,13,Excellent,High,0,7,4.0,Good,5.0,2,1,2
32.0,No,462,Sales,14,College,Medical,High,Female,68,Medium,2,Sales Executive,High,Single,2827.0,7824,7,No,17,Excellent,Low,0,10,3.0,Better,1.0,4,0,3
42.0,No,1200,Research & Development,22,Bachelor,Life Sciences,Very High,Male,75,High,2,Research Scientist,Very High,Divorced,17665.0,13953,3,Yes,14,Excellent,Low,2,12,3.0,Good,22.0,2,3,3
32.0,Yes,251,Research & Development,10,College,Life Sciences,Low,Male,45,Medium,1,Laboratory Technician,High,Single,3730.0,25308,1,No,20,Excellent,High,0,2,5.0,Bad,3.0,2,2,2
46.0,No,903,Sales,2,Doctor,Life Sciences,Low,Male,41,Very High,3,Sales Executive,High,Single,17465.0,2560,0,No,18,Excellent,Very High,0,9,3.0,Better,2.5,7,0,7
34.0,No,652,Research & Development,7,Bachelor,Other,High,Male,100,Very High,1,Laboratory Technician,Low,Single,2972.0,23577,0,No,12,Excellent,Very High,0,8,4.0,Better,1.0,7,0,7
45.0,No,665,Research & Development,6,Master,Other,Low,Female,41,High,2,Research Scientist,High,Single,5906.0,12482,1,No,14,Excellent,High,0,16,2.0,Better,9.0,13,2,10
36.0,No,506,Research & Development,29,Below College,Medical,Medium,Female,91,High,1,Laboratory Technician,Low,Divorced,4174.0,3622,1,No,13,Outstanding,Medium,3,6,2.0,Best,7.0,2,1,2
45.5,No,692,Research & Development,14,Master,Medical,High,Male,61,Very High,5,Research Director,Medium,Single,18880.0,13339,8,No,11,Excellent,Very High,0,36,3.0,Better,22.0,15,2,15
57.5,Yes,562,Sales,8,College,Technical Degree,Medium,Female,50,High,2,Sales Executive,High,Married,18844.0,23452,3,Yes,14,Outstanding,Low,1,18,4.0,Better,3.0,3,1,3
31.0,No,329,Research & Development,1,Master,Life Sciences,Medium,Female,88,High,1,Laboratory Technician,Medium,Married,6284.0,6762,3,No,22,Excellent,High,1,7,3.0,Better,1.0,2,0,3
43.0,No,1283,Research & Development,5,Doctor,Medical,Medium,Male,90,Very High,1,Research Scientist,High,Married,5679.0,5561,2,Yes,12,Excellent,Low,0,7,3.0,Good,8.0,2,0,3
38.0,No,1435,Sales,25,Bachelor,Life Sciences,Low,Male,99,High,3,Sales Executive,Low,Single,4771.0,2354,7,No,11,Excellent,Very High,0,28,0.0,Good,5.0,16,7,9
42.0,No,322,Sales,7,College,Medical,Low,Female,44,Very High,2,Sales Executive,Low,Divorced,4089.0,19191,1,Yes,24,Excellent,High,1,8,5.0,Better,10.0,0,7,7
49.0,No,697,Research & Development,10,Bachelor,Medical,High,Female,40,High,3,Research Director,High,Married,4507.0,26862,4,No,20,Excellent,High,1,13,6.0,Best,5.0,7,4,8
29.0,No,1240,Human Resources,9,Bachelor,Human Resources,High,Female,48,High,2,Human Resources,Very High,Married,2514.0,13982,0,Yes,19,Outstanding,Very High,0,12,1.0,Bad,7.0,9,4,7
45.5,No,853,Research & Development,7,Master,Life Sciences,High,Female,49,High,2,Laboratory Technician,High,Divorced,2074.0,11309,1,No,13,Excellent,Low,3,10,2.0,Good,1.0,7,8,9
38.0,No,1382,Sales,8,College,Other,Low,Female,85,High,2,Sales Executive,High,Divorced,13582.0,13684,0,Yes,22,Excellent,Medium,1,6,3.0,Good,15.0,3,0,4
27.0,No,1210,Sales,2,Bachelor,Medical,Low,Male,78,Medium,2,Sales Executive,Medium,Married,3058.0,3687,2,No,19,MISSING,Medium,2,10,3.0,Better,5.0,0,0,0
30.0,No,138,Research & Development,2,Bachelor,Medical,Medium,Male,37,High,2,Laboratory Technician,Medium,Single,4736.0,15986,5,No,11,Excellent,Very High,0,10,2.0,Better,2.0,2,1,2
41.0,No,1490,Research & Development,2,College,Life Sciences,Very High,Female,42,High,1,Laboratory Technician,Very High,Married,5003.0,12106,1,Yes,23,Excellent,High,1,1,6.0,Better,2.0,0,0,0
36.0,No,1425,Research & Development,14,Below College,Life Sciences,High,Female,68,High,2,Healthcare Representative,Very High,Married,4502.0,4821,0,Yes,17,Excellent,Low,1,17,2.0,Good,13.0,8,4,11
28.0,Yes,746,Sales,24,Bachelor,Technical Degree,High,Male,45,Very High,1,Sales Representative,Low,Single,4558.0,10642,1,No,17,Excellent,Very High,0,1,2.0,Better,10.0,0,0,0
31.0,No,237,Sales,9,Bachelor,Life Sciences,Very High,Male,83,High,5,Manager,Medium,Divorced,2329.0,19196,4,Yes,24,Excellent,Low,1,31,2.0,Good,7.0,10,11,10
39.5,No,1018,Sales,1,Bachelor,Marketing,High,Female,66,High,2,Sales Executive,Low,Divorced,5433.0,4297,0,No,17,Excellent,Very High,1,10,2.0,Better,11.0,3,1,7
43.0,No,621,Sales,3,Master,Marketing,High,Female,31,Medium,4,Manager,Low,Married,4739.0,10084,1,No,11,Excellent,Low,0,34,3.0,Best,3.0,6,1,16
31.0,No,1200,Research & Development,1,Master,Technical Degree,Very High,Male,62,High,2,Research Scientist,Low,Married,4345.0,25174,4,No,14,Excellent,Medium,1,9,2.0,Good,5.0,5,1,2
27.5,Yes,1097,Research & Development,11,Bachelor,Medical,Very High,Male,98,Medium,1,Research Scientist,Low,Single,6549.0,18275,1,Yes,15,Excellent,Low,0,1,2.0,Better,8.0,0,0,0
57.5,No,1431,Research & Development,1,Master,Medical,High,Male,96,High,1,Laboratory Technician,High,Divorced,3500.0,15417,7,No,14,MISSING,High,3,7,2.0,Better,6.0,2,1,2
22.0,No,970,Sales,7,Bachelor,Life Sciences,Very High,Male,30,High,2,Sales Executive,Medium,Married,2935.0,13401,0,No,17,Excellent,High,1,4,2.0,Better,1.0,2,0,2
35.0,No,1474,Research & Development,5,College,Other,Medium,Female,97,High,1,Laboratory Technician,High,Married,5204.0,9260,4,No,17,Excellent,Very High,1,8,5.0,Better,10.0,2,2,0
47.0,No,317,Research & Development,2,Bachelor,Life Sciences,High,Female,43,Low,2,Manufacturing Director,Very High,Single,4163.0,24793,2,No,20,Excellent,High,0,11,0.0,Better,9.0,4,0,2
45.0,No,507,Sales,15,College,Medical,High,Male,66,High,2,Sales Executive,Low,Single,6284.0,23553,1,No,12,Excellent,Very High,0,10,2.0,Best,5.0,8,9,6
30.0,Yes,1157,Research & Development,2,Master,Medical,Low,Male,84,Low,1,Research Scientist,Very High,Married,2064.0,24737,5,Yes,13,Outstanding,Very High,0,5,3.0,Good,5.0,2,2,2
45.5,No,549,Research & Development,8,Master,Other,Very High,Female,75,High,2,Research Scientist,Very High,Married,4810.0,9278,9,No,14,Excellent,Low,2,12,5.0,Better,10.0,9,9,8
43.0,No,319,Sales,4,Master,Marketing,Low,Male,41,High,1,Sales Representative,Very High,Divorced,2258.0,2539,4,No,17,Outstanding,High,1,13,1.0,Better,3.0,8,5,8
35.0,Yes,867,Sales,19,College,Marketing,High,Male,36,Medium,1,Sales Representative,Medium,Married,9582.0,18798,1,Yes,18,Outstanding,High,3,1,2.0,Better,8.0,0,0,0
29.0,No,604,Research & Development,6,Below College,Medical,Low,Male,69,High,1,Research Scientist,High,Married,5373.0,12145,0,No,20,Excellent,Very High,0,3,5.0,Better,5.0,2,2,2
20.0,No,490,Research & Development,10,Bachelor,Life Sciences,Very High,Male,61,High,1,Research Scientist,Medium,Divorced,2044.0,17940,0,No,14,MISSING,Very High,2,8,3.0,Good,2.0,5,1,1
30.0,No,685,Sales,26,Doctor,Marketing,High,Male,60,Medium,5,Manager,Very High,Married,3833.0,23037,1,No,21,Outstanding,High,1,36,2.0,Better,2.0,6,2,13
44.0,Yes,945,Sales,9,Bachelor,Medical,Medium,Male,89,High,1,Sales Representative,Very High,Single,10482.0,16019,1,No,13,Excellent,High,0,1,3.0,Good,20.0,0,0,0
32.0,No,821,Sales,5,Master,Medical,Low,Female,98,High,2,Sales Executive,Very High,Single,5055.0,24252,1,No,14,Excellent,Medium,0,4,2.0,Better,7.0,2,0,2
26.0,No,672,Research & Development,25,Bachelor,Technical Degree,Very High,Male,78,Medium,3,Manufacturing Director,Medium,Married,2064.0,9129,3,No,16,Excellent,Low,0,16,2.0,Better,5.0,10,4,8
53.0,No,605,Sales,21,Bachelor,Life Sciences,Very High,Male,72,High,4,Manager,Very High,Married,11836.0,11761,4,Yes,13,Excellent,High,1,29,3.0,Good,2.0,0,0,0
45.0,No,413,Sales,7,Below College,Marketing,Very High,Female,57,High,1,Sales Representative,Medium,Single,4850.0,18398,0,No,14,Excellent,Low,0,4,3.0,Better,5.0,2,1,2
38.0,No,1296,Research & Development,5,Master,Technical Degree,High,Female,62,High,3,Manufacturing Director,Medium,Single,2288.0,18264,0,No,13,Excellent,Very High,0,17,3.0,Better,2.0,6,0,13
23.0,No,1261,Research & Development,7,Bachelor,Other,Medium,Male,31,Medium,3,Healthcare Representative,High,Single,3505.0,12066,8,No,24,Excellent,High,0,26,3.0,Better,2.0,2,0,0
35.0,No,1230,Research & Development,1,College,Life Sciences,Very High,Female,33,Medium,2,Manufacturing Director,Very High,Married,10377.0,19146,6,No,22,Excellent,Low,2,4,6.0,Bad,13.0,2,2,2
39.0,No,269,Research & Development,5,Below College,Technical Degree,High,Male,42,Medium,3,Research Director,Very High,Divorced,19197.0,8842,1,Yes,16,Excellent,Medium,1,9,3.0,Better,21.0,8,0,8
44.0,No,775,Research & Development,4,Bachelor,Technical Degree,Very High,Male,90,High,2,Research Scientist,Medium,Divorced,2290.0,6194,5,No,15,Excellent,Very High,2,11,3.0,Good,0.0,8,1,7
38.0,No,1124,Research & Development,1,Bachelor,Life Sciences,Very High,Female,97,High,1,Laboratory Technician,Very High,Single,3702.0,19305,1,No,15,MISSING,High,0,0,3.0,Best,5.0,0,0,0
32.0,Yes,1427,Research & Development,18,Below College,Other,Very High,Female,65,High,1,Research Scientist,Very High,Single,5878.0,8870,1,No,19,Excellent,Low,0,1,6.0,Good,2.5,0,0,0
33.5,No,1273,Research & Development,2,College,Medical,Very High,Male,72,Very High,1,Research Scientist,High,Divorced,8628.0,21923,1,No,12,Excellent,Very High,2,6,4.0,Good,8.0,3,1,4
45.0,No,832,Research & Development,5,Master,Life Sciences,High,Female,63,Medium,1,Research Scientist,Very High,Married,17650.0,14776,1,No,13,Excellent,High,1,2,4.0,Good,9.0,2,0,2
30.0,No,397,Human Resources,19,Master,Medical,High,Female,88,High,3,Human Resources,Medium,Married,6577.0,6729,2,No,15,Excellent,High,1,16,6.0,Best,5.0,7,7,1
37.0,No,1300,Research & Development,17,College,Medical,High,Male,79,High,2,Laboratory Technician,Low,Divorced,7642.0,13535,1,No,12,MISSING,Very High,1,10,2.0,Better,10.0,0,1,8
30.0,No,1275,Research & Development,28,College,Medical,Very High,Female,64,High,2,Research Scientist,Very High,Married,5209.0,11934,1,No,13,Excellent,Very High,2,11,4.0,Better,7.5,8,1,9
49.0,Yes,754,Sales,26,Master,Marketing,Low,Female,63,High,2,Sales Executive,Very High,Married,2587.0,21075,1,Yes,11,Excellent,High,0,10,2.0,Better,2.0,7,0,8
39.0,No,468,Research & Development,28,Master,Medical,Very High,Male,73,Medium,1,Research Scientist,Low,Single,13341.0,8489,1,No,14,Excellent,Medium,0,5,3.0,Bad,20.0,4,0,4
41.0,No,443,Research & Development,3,Bachelor,Medical,Very High,Male,50,High,1,Research Scientist,Very High,Married,2127.0,16571,1,No,11,Excellent,High,3,0,5.0,Good,4.0,0,0,0
45.0,No,174,Sales,8,Master,Technical Degree,Very High,Female,56,Medium,4,Sales Executive,Medium,Married,5770.0,11879,6,No,17,Excellent,Medium,1,22,3.0,Better,10.0,8,2,3
46.0,No,527,Research & Development,8,College,Other,Low,Female,51,High,3,Laboratory Technician,Medium,Married,10453.0,22477,4,No,11,Outstanding,High,1,29,2.0,Good,24.0,9,1,7
33.5,Yes,230,Research & Development,3,Bachelor,Life Sciences,High,Male,54,High,1,Laboratory Technician,High,Single,4174.0,25233,1,No,13,Excellent,High,0,0,3.0,Better,11.0,0,0,0
36.0,Yes,625,Sales,1,Master,Life Sciences,Low,Female,46,Medium,3,Sales Executive,High,Married,2064.0,14922,5,No,11,Excellent,High,0,17,6.0,Bad,3.0,1,11,7
24.0,No,1321,Sales,1,Master,Life Sciences,Very High,Male,86,High,2,Sales Executive,Medium,Married,2400.0,7636,0,No,15,Excellent,Low,2,16,3.0,Better,2.0,13,5,8
45.5,No,419,Research & Development,7,Master,Life Sciences,Low,Male,53,High,3,Research Director,Medium,Single,3692.0,21293,0,No,11,Excellent,High,0,13,3.0,Better,11.0,6,2,11
39.5,No,300,Sales,26,Bachelor,Marketing,High,Female,74,High,2,Sales Executive,Low,Married,2783.0,22217,1,No,14,Excellent,Medium,1,8,3.0,Good,2.0,7,7,5
29.0,No,482,Research & Development,1,College,Life Sciences,Medium,Male,90,Medium,1,Research Scientist,High,Married,5869.0,14908,1,Yes,13,Excellent,High,1,1,2.0,Good,5.0,0,1,0
41.0,Yes,725,Research & Development,2,Bachelor,Medical,Very High,Female,78,High,5,Manager,Low,Married,13570.0,21199,5,Yes,13,Outstanding,Very High,1,24,0.0,Better,20.0,2,1,4
29.0,No,329,Research & Development,2,Bachelor,Life Sciences,Very High,Male,96,High,1,Research Scientist,High,Married,2064.0,11868,4,No,13,Excellent,Medium,1,6,4.0,Better,2.0,2,2,2
43.0,No,1398,Human Resources,8,College,Medical,Very High,Female,96,Very High,1,Human Resources,Medium,Single,6284.0,24609,9,No,18,Excellent,Very High,0,8,2.0,Better,16.0,2,0,2
26.0,Yes,335,Research & Development,9,College,Medical,High,Female,46,Medium,1,Research Scientist,Low,Single,2148.0,10322,0,Yes,22,Excellent,Low,0,4,3.0,Better,5.0,2,1,2
45.0,No,495,Research & Development,2,Below College,Life Sciences,High,Male,37,High,4,Manager,High,Married,2654.0,26582,0,Yes,13,Outstanding,Very High,0,21,3.0,Good,2.0,8,2,10
36.0,No,1302,Research & Development,19,Bachelor,Other,Very High,Female,67,Medium,1,Laboratory Technician,Low,Divorced,4174.0,16290,1,No,11,Excellent,Low,2,7,2.0,Better,17.0,7,0,7
39.0,No,1361,Sales,17,Master,Life Sciences,High,Female,94,High,2,Sales Executive,Low,Married,10504.0,21026,3,Yes,15,Excellent,Very High,3,15,1.0,Better,3.0,7,1,7
34.0,No,141,Human Resources,3,Bachelor,Human Resources,High,Male,44,Very High,2,Human Resources,Medium,Married,2661.0,18767,9,No,15,Excellent,High,1,12,2.0,Bad,2.0,3,3,6
43.0,No,199,Research & Development,6,Bachelor,Life Sciences,Very High,Female,55,Medium,1,Research Scientist,High,Married,4522.0,7950,1,No,13,Excellent,High,1,4,3.0,Better,5.0,2,2,2
27.0,No,1125,Sales,10,Bachelor,Marketing,High,Female,94,Medium,3,Sales Executive,Very High,Married,6214.0,11563,2,Yes,19,MISSING,High,1,15,3.0,Better,8.0,2,1,2
53.0,No,204,Sales,14,Bachelor,Technical Degree,High,Female,31,High,1,Sales Representative,High,Divorced,18944.0,2912,1,Yes,18,Outstanding,Very High,2,8,2.0,Better,14.0,2,0,6
40.0,Yes,599,Sales,24,Below College,Life Sciences,High,Male,73,Low,1,Sales Representative,Very High,Single,3617.0,8040,1,Yes,14,Excellent,Very High,0,1,2.0,Better,1.0,0,1,0
42.0,No,313,Research & Development,3,Bachelor,Medical,Very High,Male,98,High,4,Healthcare Representative,Medium,Single,18303.0,7192,3,No,18,Excellent,High,0,21,3.0,Better,1.0,7,1,0
28.0,No,634,Research & Development,5,Master,Other,Medium,Male,35,Very High,1,Research Scientist,Very High,Married,4221.0,18783,3,No,17,Excellent,Very High,2,6,3.0,Better,5.0,2,0,2
40.0,No,862,Sales,2,Below College,Life Sciences,High,Female,76,High,1,Sales Representative,Low,Divorced,5715.0,14947,1,No,12,Excellent,High,3,1,5.0,Better,5.0,0,0,0
34.0,No,1192,Research & Development,5,College,Medical,Very High,Female,61,High,2,Manufacturing Director,Very High,Divorced,5121.0,23177,7,No,16,Excellent,High,2,8,3.0,Good,0.0,2,0,4
40.0,No,415,Sales,25,Bachelor,Medical,High,Female,79,Medium,3,Sales Executive,Very High,Divorced,13237.0,5268,5,No,13,Excellent,High,1,18,3.0,Better,20.0,0,0,0
33.5,Yes,329,Research & Development,24,Bachelor,Medical,High,Female,51,High,1,Laboratory Technician,Medium,Married,7412.0,7324,1,Yes,17,Excellent,High,3,1,3.0,Better,9.0,1,0,0
49.0,No,1258,Research & Development,1,Master,Life Sciences,Very High,Female,40,Very High,1,Research Scientist,High,Single,7403.0,13301,3,No,13,Excellent,High,0,7,3.0,Better,26.0,2,2,2
38.0,No,1395,Research & Development,26,Bachelor,Medical,Medium,Female,54,High,2,Research Scientist,Medium,Divorced,2064.0,8504,1,No,11,Excellent,Low,1,20,4.0,Better,5.0,7,2,13
31.0,No,201,Research & Development,5,Bachelor,Technical Degree,Very High,Male,84,High,1,Research Scientist,Low,Divorced,3477.0,10415,5,No,14,Excellent,Very High,1,8,2.0,Better,5.0,2,2,2
34.0,No,1429,Research & Development,18,Master,Medical,Very High,Female,67,High,3,Manufacturing Director,Very High,Single,4599.0,20002,6,No,12,Outstanding,Very High,0,25,2.0,Good,15.0,7,5,4
33.0,No,990,Research & Development,27,Bachelor,Technical Degree,Very High,Female,87,Very High,1,Laboratory Technician,Medium,Divorced,3838.0,5855,5,No,12,Excellent,High,1,8,5.0,Better,5.0,4,0,2
