,Age,Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,RateIncome,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,FractionYearsAtCompany
515,38.0,No,Sales,5.291502622129181,Bachelor,Other,High,Male,Low,1.7320508075688772,Sales Executive,Low,Divorced,8.336630087637149,106.64426848171448,1.7320508075688772,No,3.8729833462074175,Excellent,High,0.36700958410270035,1.0,4.0,Better,0.0,0.05
516,26.0,No,Research & Development,4.47213595499958,College,Medical,High,Male,High,2.0,Healthcare Representative,Very High,Married,7.7719102564357625,86.6083136886985,0.0,Yes,3.741657386773941,Excellent,Medium,0.31635781895747195,0.0,2.0,Better,2.6457513110645907,0.14285714285714282
517,29.0,No,Research & Development,3.8729833462074175,Bachelor,Life Sciences,Very High,Male,Medium,1.0,Research Scientist,Low,Married,8.336630087637149,154.41502517566093,0.0,No,4.358898943540674,Excellent,Very High,0.17505452105351496,1.0,4.0,Good,2.449489742783178,0.375
519,41.0,No,Sales,1.4142135623730951,Master,Marketing,High,Female,High,1.0,Sales Representative,High,Married,8.606485298894999,106.36728820459793,2.449489742783178,No,4.242640687119285,Excellent,Very High,0.48320664663249063,1.0,4.0,Better,1.7320508075688772,1.0
520,32.0,No,Sales,3.1622776601683795,College,Medical,High,Male,Low,1.4142135623730951,Sales Executive,Medium,Single,8.49351506406166,148.57321427498292,1.0,No,3.6055512754639887,Excellent,Low,0.22121047386065049,0.0,3.0,Better,1.4142135623730951,0.5263157894736841
521,35.0,No,Research & Development,2.8284271247461903,Below College,Medical,Medium,Female,Medium,1.4142135623730951,Manufacturing Director,Very High,Married,8.745761999375512,133.0,1.0,Yes,3.8729833462074175,Excellent,High,0.3552490248176834,1.0,3.0,Good,2.6457513110645907,0.2
522,35.0,No,Research & Development,3.0,Bachelor,Life Sciences,Low,Female,High,1.0,Research Scientist,High,Single,7.632401126601452,158.0442975877333,2.0,No,3.6055512754639887,Excellent,High,0.08263271679077576,0.0,4.0,Good,1.4142135623730951,0.7142857142857143
523,32.0,No,Sales,3.741657386773941,College,Medical,High,Female,Medium,1.4142135623730951,Sales Executive,High,Single,7.946971357693591,88.45337754998394,2.6457513110645907,No,4.123105625617661,Excellent,Low,0.3613241308793457,0.0,3.0,Better,2.0,0.1
525,34.0,No,Research & Development,2.6457513110645907,Bachelor,Other,High,Male,Very High,1.0,Laboratory Technician,Low,Single,7.99699040583765,153.5480380858056,0.0,No,3.4641016151377544,Excellent,Very High,0.1260550536539848,0.0,4.0,Better,2.6457513110645907,0.12499999999999994
526,45.0,No,Research & Development,2.449489742783178,Master,Other,Low,Female,High,1.4142135623730951,Research Scientist,High,Single,8.68372406230387,111.72287142747452,1.0,No,3.741657386773941,Excellent,High,0.47316135234738127,0.0,2.0,Better,3.6055512754639887,0.5625
528,57.5,Yes,Sales,2.8284271247461903,College,Technical Degree,Medium,Female,High,1.4142135623730951,Sales Executive,High,Married,9.843949839819931,153.1404584033886,1.7320508075688772,Yes,3.741657386773941,Outstanding,Low,0.8035135596111203,1.0,4.0,Better,1.7320508075688772,0.16666666666666666
529,31.0,No,Research & Development,1.0,Master,Life Sciences,Medium,Female,High,1.0,Laboratory Technician,Medium,Married,8.745761999375512,82.23138087129513,1.7320508075688772,No,4.69041575982343,Excellent,High,0.9293108547766932,1.0,3.0,Better,1.4142135623730951,0.14285714285714282
531,49.0,No,Research & Development,3.1622776601683795,Bachelor,Medical,High,Female,High,1.7320508075688772,Research Director,High,Married,8.413387022690648,163.89630868326475,2.0,No,4.47213595499958,Excellent,High,0.167783485965304,1.0,6.0,Best,2.6457513110645907,0.3846153846153848
532,29.0,No,Human Resources,3.0,Bachelor,Human Resources,High,Female,High,1.4142135623730951,Human Resources,Very High,Married,7.829630389150193,118.24550731423159,0.0,Yes,4.358898943540674,Outstanding,Very High,0.17980260334716072,0.0,1.0,Bad,3.0,0.5833333333333334
533,45.5,No,Research & Development,2.6457513110645907,Master,Life Sciences,High,Female,High,1.4142135623730951,Laboratory Technician,High,Divorced,7.637234388789473,106.34378214075329,1.0,No,3.6055512754639887,Excellent,Low,0.18339375718454334,1.7320508075688772,2.0,Good,2.6457513110645907,0.1
534,27.0,No,Sales,1.4142135623730951,Bachelor,Medical,Low,Male,Medium,1.4142135623730951,Sales Executive,Medium,Married,8.025516386489008,60.72067193304107,1.4142135623730951,No,4.358898943540674,MISSING,Medium,0.8294005966910765,1.4142135623730951,3.0,Better,0.0,0.4999999999999999
535,30.0,No,Research & Development,1.4142135623730951,Bachelor,Medical,Medium,Male,High,1.4142135623730951,Laboratory Technician,Medium,Single,8.462948176563842,126.43575443678895,2.23606797749979,No,3.3166247903554,Excellent,Very High,0.29625922682347056,0.0,2.0,Better,1.4142135623730951,0.2
536,36.0,No,Research & Development,3.741657386773941,Below College,Life Sciences,High,Female,High,1.4142135623730951,Healthcare Representative,Very High,Married,8.412277021466677,69.4334213473598,0.0,Yes,4.123105625617661,Excellent,Low,0.9338311553619577,1.0,2.0,Good,2.8284271247461903,0.7647058823529409
537,31.0,No,Sales,3.0,Bachelor,Life Sciences,Very High,Male,High,2.23606797749979,Manager,Medium,Divorced,7.7531942698843395,138.54963009694396,2.0,Yes,4.898979485566356,Excellent,Low,0.12132735986663869,1.0,2.0,Good,3.1622776601683795,0.2258064516129033
538,43.0,No,Sales,1.7320508075688772,Master,Marketing,High,Female,Medium,2.0,Manager,Low,Married,8.463581421967588,100.41912168506552,1.0,No,3.3166247903554,Excellent,Low,0.46995239984133264,0.0,3.0,Best,2.449489742783178,0.08823529411764705
539,31.0,No,Research & Development,1.0,Master,Technical Degree,Very High,Male,High,1.4142135623730951,Research Scientist,Low,Married,8.376781037699493,158.66316522747175,2.0,No,3.741657386773941,Excellent,Medium,0.17259871295781365,1.0,2.0,Good,2.23606797749979,0.5555555555555556
540,57.5,No,Research & Development,1.0,Master,Medical,High,Male,High,1.0,Laboratory Technician,High,Divorced,8.160518247477505,124.16521251944927,2.6457513110645907,No,3.741657386773941,MISSING,High,0.22702211844068232,1.7320508075688772,2.0,Better,1.4142135623730951,0.8571428571428569
541,22.0,No,Sales,2.6457513110645907,Bachelor,Life Sciences,Very High,Male,High,1.4142135623730951,Sales Executive,Medium,Married,7.984462732262196,115.76268828944843,0.0,No,4.123105625617661,Excellent,High,0.21901350645474205,1.0,2.0,Better,1.4142135623730951,0.25
542,47.0,No,Research & Development,1.4142135623730951,Bachelor,Life Sciences,High,Female,Low,1.4142135623730951,Manufacturing Director,Very High,Single,8.333991247194975,157.45793088949188,1.4142135623730951,No,4.47213595499958,Excellent,High,0.16791029726132364,0.0,0.0,Better,2.0,0.8181818181818182
543,45.0,No,Sales,3.8729833462074175,College,Medical,High,Male,High,1.4142135623730951,Sales Executive,Low,Single,8.745761999375512,153.46986674914396,1.0,No,3.4641016151377544,Excellent,Very High,0.2668025304632107,0.0,2.0,Best,2.8284271247461903,0.4999999999999999
544,30.0,Yes,Research & Development,1.4142135623730951,Master,Medical,Low,Male,Low,1.0,Research Scientist,Very High,Married,7.632401126601452,157.28000508646988,2.23606797749979,Yes,3.6055512754639887,Outstanding,Very High,0.08343776529085974,0.0,3.0,Good,1.4142135623730951,1.0
545,45.5,No,Research & Development,2.8284271247461903,Master,Other,Very High,Female,High,1.4142135623730951,Research Scientist,Very High,Married,8.478452363099807,96.32237538599222,3.0,No,3.741657386773941,Excellent,Low,0.5184306962707481,1.4142135623730951,5.0,Better,3.0,0.8333333333333336
546,43.0,No,Sales,2.0,Master,Marketing,Low,Male,High,1.0,Sales Representative,Very High,Divorced,7.722234744709607,50.38849074937649,2.0,No,4.123105625617661,Outstanding,High,0.8893265064986213,1.0,1.0,Better,2.8284271247461903,0.23076923076923084
547,20.0,No,Research & Development,3.1622776601683795,Bachelor,Life Sciences,Very High,Male,High,1.0,Research Scientist,Medium,Divorced,7.622663951323595,133.94028520202576,0.0,No,3.741657386773941,MISSING,Very High,0.11393534002229656,1.4142135623730951,3.0,Good,2.23606797749979,0.25
548,30.0,No,Sales,5.0990195135927845,Doctor,Marketing,High,Male,Medium,2.23606797749979,Manager,Very High,Married,8.251403065380556,151.77944524868968,1.0,No,4.58257569495584,Outstanding,High,0.1663845118722058,1.0,2.0,Better,2.449489742783178,0.055555555555555566
549,26.0,No,Research & Development,5.0,Bachelor,Technical Degree,Very High,Male,Medium,1.7320508075688772,Manufacturing Director,Medium,Married,7.632401126601452,95.54580053565935,1.7320508075688772,No,4.0,Excellent,Low,0.22609267170555328,0.0,2.0,Better,3.1622776601683795,0.3125000000000001
551,38.0,No,Research & Development,2.23606797749979,Master,Technical Degree,High,Female,High,1.7320508075688772,Manufacturing Director,Medium,Single,7.735433352499688,135.1443672522092,0.0,No,3.6055512754639887,Excellent,Very High,0.1252737625930792,0.0,3.0,Better,2.449489742783178,0.11764705882352942
552,23.0,No,Research & Development,2.6457513110645907,Bachelor,Other,Medium,Male,Medium,1.7320508075688772,Healthcare Representative,High,Single,8.16194579946869,109.8453458276681,2.8284271247461903,No,4.898979485566356,Excellent,High,0.290485662191281,0.0,3.0,Better,1.4142135623730951,0.07692307692307693
553,44.0,No,Research & Development,2.0,Bachelor,Technical Degree,Very High,Male,High,1.4142135623730951,Research Scientist,Medium,Divorced,7.736307096548287,78.70196947980398,2.23606797749979,No,3.8729833462074175,Excellent,Very High,0.3697126251210856,1.4142135623730951,3.0,Good,2.8284271247461903,0.0
554,30.0,No,Human Resources,4.358898943540674,Master,Medical,High,Female,High,1.7320508075688772,Human Resources,Medium,Married,8.79133399330135,82.03048213926333,1.4142135623730951,No,3.8729833462074175,Excellent,High,0.9774112052310886,1.0,6.0,Best,2.6457513110645907,0.3125000000000001
555,37.0,No,Research & Development,4.123105625617661,College,Medical,High,Male,High,1.4142135623730951,Laboratory Technician,Low,Divorced,8.941414628006846,116.34001891008957,1.0,No,3.4641016151377544,MISSING,Very High,0.5646102696712235,1.0,2.0,Better,0.0,1.0
556,30.0,No,Research & Development,5.291502622129181,College,Medical,Very High,Female,High,1.4142135623730951,Research Scientist,Very High,Married,8.558143177745192,109.24284873619877,1.0,No,3.6055512754639887,Excellent,Very High,0.4364839953075249,1.4142135623730951,4.0,Better,2.8284271247461903,0.6818181818181819
557,49.0,Yes,Sales,5.0990195135927845,Master,Marketing,Low,Female,High,1.4142135623730951,Sales Executive,Very High,Married,7.858254182186028,145.17231140957975,1.0,Yes,3.3166247903554,Excellent,High,0.12275207591933553,0.0,2.0,Better,2.6457513110645907,0.2
558,45.0,No,Sales,2.8284271247461903,Master,Technical Degree,Very High,Female,Medium,2.0,Sales Executive,Medium,Married,8.660427359502146,108.99082530194916,2.449489742783178,No,4.123105625617661,Excellent,Medium,0.4857311221483292,1.0,3.0,Better,2.8284271247461903,0.4545454545454546
559,46.0,No,Research & Development,2.8284271247461903,College,Other,Low,Female,High,1.7320508075688772,Laboratory Technician,Medium,Married,9.254644297532707,149.92331373072034,2.0,No,3.3166247903554,Outstanding,High,0.46505316545802367,1.0,2.0,Good,3.0,0.8275862068965515
560,36.0,Yes,Sales,1.0,Master,Life Sciences,Low,Female,Medium,1.7320508075688772,Sales Executive,High,Married,7.632401126601452,122.15563842901399,2.23606797749979,No,3.3166247903554,Excellent,High,0.1383192601527943,0.0,6.0,Bad,1.0,0.1764705882352941
561,24.0,No,Sales,1.0,Master,Life Sciences,Very High,Male,High,1.4142135623730951,Sales Executive,Medium,Married,7.783224016336037,87.38420909981392,0.0,No,3.8729833462074175,Excellent,Low,0.31430068098480884,1.4142135623730951,3.0,Better,3.6055512754639887,0.12500000000000006
562,45.5,No,Research & Development,2.6457513110645907,Master,Life Sciences,Low,Male,High,1.7320508075688772,Research Director,Medium,Single,8.213923595622742,145.9212116177768,0.0,No,3.3166247903554,Excellent,High,0.1733903160663127,0.0,3.0,Better,2.449489742783178,0.8461538461538464
563,39.5,No,Sales,5.0990195135927845,Bachelor,Marketing,High,Female,High,1.4142135623730951,Sales Executive,Low,Married,7.931284761525892,149.05368160498418,1.0,No,3.741657386773941,Excellent,Medium,0.1252644371427287,1.0,3.0,Good,2.6457513110645907,0.25
564,41.0,Yes,Research & Development,1.4142135623730951,Bachelor,Medical,Very High,Female,High,2.23606797749979,Manager,Low,Married,9.515616752828917,145.59876373101525,2.23606797749979,Yes,3.6055512754639887,Outstanding,Very High,0.6401245341761417,1.0,0.0,Better,1.4142135623730951,0.8333333333333336
565,29.0,No,Research & Development,1.4142135623730951,Bachelor,Life Sciences,Very High,Male,High,1.0,Research Scientist,High,Married,7.632401126601452,108.94035065117058,2.0,No,3.6055512754639887,Excellent,Medium,0.1739130434782606,1.0,4.0,Better,1.4142135623730951,0.3333333333333334
566,45.0,No,Research & Development,1.4142135623730951,Below College,Life Sciences,High,Male,High,2.0,Manager,High,Married,7.883823214892152,163.03987242389513,0.0,Yes,3.6055512754639887,Outstanding,Very High,0.09984199834474444,0.0,3.0,Good,2.8284271247461903,0.09523809523809527
567,39.0,No,Sales,4.123105625617661,Master,Life Sciences,High,Female,High,1.4142135623730951,Sales Executive,Low,Married,9.259511415982633,145.00344823486094,1.7320508075688772,Yes,3.8729833462074175,Excellent,Very High,0.49957195852753783,1.7320508075688772,1.0,Better,2.6457513110645907,0.2
568,34.0,No,Human Resources,1.7320508075688772,Bachelor,Human Resources,High,Male,Very High,1.4142135623730951,Human Resources,Medium,Married,7.886457270977689,136.9927005354665,3.0,No,3.8729833462074175,Excellent,High,0.14179144242553415,1.0,2.0,Bad,1.7320508075688772,0.1666666666666667
569,27.0,No,Sales,3.1622776601683795,Bachelor,Marketing,High,Female,Medium,1.7320508075688772,Sales Executive,Very High,Married,8.734560089952993,107.53139076567363,1.4142135623730951,Yes,4.358898943540674,MISSING,High,0.537403787944305,1.0,3.0,Better,1.4142135623730951,0.5333333333333332
570,40.0,Yes,Sales,4.898979485566356,Below College,Life Sciences,High,Male,Low,1.0,Sales Representative,Very High,Single,8.193400231952097,89.66604708583958,1.0,Yes,3.741657386773941,Excellent,Very High,0.4498756218905468,0.0,2.0,Better,0.0,1.0
572,28.0,No,Research & Development,2.23606797749979,Master,Other,Medium,Male,Very High,1.0,Research Scientist,Very High,Married,8.347827345782497,137.05108536600503,1.7320508075688772,No,4.123105625617661,Excellent,Very High,0.224724484906564,1.4142135623730951,3.0,Better,1.4142135623730951,0.8333333333333336
573,34.0,No,Research & Development,2.23606797749979,College,Medical,Very High,Female,High,1.4142135623730951,Manufacturing Director,Very High,Divorced,8.54110501146255,152.23994219652081,2.6457513110645907,No,4.0,Excellent,High,0.22095180566941355,1.4142135623730951,3.0,Good,1.4142135623730951,0.0
574,38.0,No,Research & Development,5.0990195135927845,Bachelor,Medical,Medium,Female,High,1.4142135623730951,Research Scientist,Medium,Divorced,7.632401126601452,92.217135067188,1.0,No,3.3166247903554,Excellent,Low,0.24270931326434597,1.0,4.0,Better,2.6457513110645907,0.25
575,31.0,No,Research & Development,2.23606797749979,Bachelor,Technical Degree,Very High,Male,High,1.0,Research Scientist,Low,Divorced,8.153925132007862,102.05390732353172,2.23606797749979,No,3.741657386773941,Excellent,Very High,0.33384541526644274,1.0,2.0,Better,1.4142135623730951,0.6249999999999999
576,34.0,No,Research & Development,4.242640687119285,Master,Medical,Very High,Female,High,1.7320508075688772,Manufacturing Director,Very High,Single,8.433594167539924,141.42842712835355,2.449489742783178,No,3.4641016151377544,Outstanding,Very High,0.2299270072992701,0.0,2.0,Good,2.6457513110645907,0.6000000000000002
577,33.0,No,Research & Development,5.196152422706632,Bachelor,Technical Degree,Very High,Female,Very High,1.0,Laboratory Technician,Medium,Divorced,8.252706676567644,76.51797174520506,2.23606797749979,No,3.4641016151377544,Excellent,High,0.6555081127241669,1.0,5.0,Better,2.0,0.6249999999999999
578,28.0,No,Research & Development,5.0,College,Medical,High,Male,Medium,1.4142135623730951,Healthcare Representative,Very High,Divorced,7.7865518064287125,131.03816238027758,2.6457513110645907,No,3.6055512754639887,Excellent,High,0.14023644516918074,1.4142135623730951,3.0,Better,1.4142135623730951,0.1111111111111111
580,56.0,No,Research & Development,1.4142135623730951,Master,Medical,High,Male,High,1.0,Laboratory Technician,High,Single,7.757478766584178,110.846741043659,2.0,No,4.58257569495584,MISSING,High,0.1903637991372995,0.0,4.0,Better,2.8284271247461903,0.6250000000000001
581,37.0,No,Sales,3.1622776601683795,Master,Technical Degree,Medium,Male,Medium,1.4142135623730951,Sales Executive,High,Married,8.660080678964787,77.84600182411424,1.0,Yes,3.6055512754639887,Excellent,Low,0.9518151815181544,1.0,2.0,Better,3.0,0.4
582,40.0,No,Sales,1.0,Below College,Medical,Very High,Male,High,1.4142135623730951,Sales Executive,Low,Single,8.535818655539401,86.64294547163088,2.6457513110645907,No,4.47213595499958,Excellent,Very High,0.6785666711069659,0.0,6.0,Best,2.6457513110645907,0.055555555555555566
583,23.0,No,Research & Development,3.1622776601683795,Master,Other,Very High,Male,High,1.4142135623730951,Healthcare Representative,Very High,Married,7.9738443759446875,138.27870407260838,1.4142135623730951,Yes,3.6055512754639887,MISSING,Very High,0.1518749019402752,0.0,2.0,Best,1.4142135623730951,0.4444444444444444
584,31.0,Yes,Research & Development,5.0,Master,Life Sciences,Very High,Male,High,1.0,Research Scientist,Medium,Divorced,7.884952945759814,128.8875478857442,1.0,Yes,4.358898943540674,Excellent,Low,0.15994461834818202,1.0,5.0,Good,1.4142135623730951,0.2
585,37.0,No,Research & Development,2.8284271247461903,Bachelor,Medical,Medium,Male,Very High,1.0,Research Scientist,High,Married,8.340217320947035,149.96666296213968,2.6457513110645907,No,4.123105625617661,Excellent,Low,0.18626056024899962,0.0,2.0,Better,1.4142135623730951,1.0
586,31.0,No,Research & Development,3.0,College,Medical,Low,Male,High,1.4142135623730951,Manufacturing Director,Low,Married,9.192583650386924,110.97296968181035,1.0,No,5.0,MISSING,Very High,0.7977263499796997,1.0,2.0,Better,0.0,0.1
587,56.0,Yes,Human Resources,3.6055512754639887,Bachelor,Human Resources,Low,Male,Medium,1.0,Human Resources,Low,Divorced,7.858254182186028,56.187187151520575,2.0,Yes,3.8729833462074175,Excellent,Very High,0.8194488438390869,1.7320508075688772,3.0,Better,1.4142135623730951,1.0
588,45.5,Yes,Sales,3.6055512754639887,Master,Medical,Medium,Male,High,1.4142135623730951,Sales Executive,Low,Divorced,8.127995055771946,107.29398864801328,1.4142135623730951,No,4.123105625617661,Excellent,High,0.2943015983321752,0.0,0.0,Bad,1.0,0.1111111111111111
589,42.0,No,Research & Development,2.6457513110645907,Bachelor,Life Sciences,High,Male,Very High,2.0,Research Director,High,Married,7.899524472032198,116.24973118248491,1.7320508075688772,No,4.358898943540674,Excellent,High,0.19949681811454786,0.0,5.0,Better,1.0,0.09375
590,30.0,No,Research & Development,2.23606797749979,Bachelor,Life Sciences,Very High,Female,Very High,1.0,Research Scientist,Medium,Divorced,8.07215530818825,111.31936040060594,1.0,Yes,4.0,Excellent,Low,0.25855390574564263,1.0,3.0,Good,1.4142135623730951,0.7499999999999999
591,33.5,No,Sales,1.7320508075688772,Bachelor,Other,Very High,Female,Low,1.4142135623730951,Sales Executive,Low,Single,8.745761999375512,126.05950975630518,1.7320508075688772,No,4.242640687119285,MISSING,Very High,0.39544396199106424,0.0,3.0,Better,3.0,0.2
592,29.0,Yes,Research & Development,1.4142135623730951,College,Medical,High,Female,Medium,1.0,Laboratory Technician,Low,Single,8.336630087637149,73.1778655059028,2.6457513110645907,No,3.3166247903554,Excellent,High,0.7794584500466875,0.0,1.0,Good,0.0,1.0
593,27.0,No,Research & Development,2.449489742783178,Bachelor,Medical,Very High,Female,Medium,1.4142135623730951,Manufacturing Director,Medium,Single,7.731492029245684,100.54849576199535,2.449489742783178,Yes,3.8729833462074175,Excellent,Very High,0.22542037586547978,0.0,2.0,Better,2.0,0.875
594,39.5,Yes,Research & Development,1.7320508075688772,Bachelor,Life Sciences,Low,Female,High,1.0,Research Scientist,Low,Single,7.601402334583732,56.24944444170092,1.0,Yes,3.3166247903554,Excellent,Low,0.6324273072060673,0.0,2.0,Better,2.8284271247461903,0.4999999999999999
595,24.0,No,Research & Development,3.0,College,Medical,Low,Male,High,1.0,Laboratory Technician,Very High,Single,7.349230824613332,128.28873683998918,1.0,No,3.6055512754639887,MISSING,High,0.0944829262364805,0.0,2.0,Better,3.0,0.08333333333333336
596,36.0,No,Research & Development,2.449489742783178,Bachelor,Medical,Medium,Female,Low,1.4142135623730951,Research Scientist,Very High,Divorced,8.442254104751742,125.3674598929084,2.6457513110645907,Yes,3.4641016151377544,Excellent,Very High,0.29515810905389017,1.7320508075688772,2.0,Better,3.3166247903554,0.8823529411764709
597,27.5,Yes,Research & Development,2.0,Below College,Technical Degree,High,Female,Medium,1.0,Laboratory Technician,High,Single,8.47407690034261,95.54580053565935,2.23606797749979,No,4.0,MISSING,High,0.5245919596889034,0.0,3.0,Better,1.4142135623730951,0.7499999999999999
598,31.0,No,Research & Development,3.3166247903554,College,Medical,High,Male,Medium,1.7320508075688772,Healthcare Representative,Low,Married,8.72777821348305,91.11531155629112,1.4142135623730951,Yes,3.6055512754639887,Excellent,High,0.7434353167911342,1.0,3.0,Better,0.0,0.7000000000000001
599,39.5,No,Research & Development,1.0,Master,Medical,Very High,Female,Medium,1.0,Laboratory Technician,High,Married,7.7007477945117975,127.82800945019837,2.449489742783178,No,3.4641016151377544,Excellent,Medium,0.1352509179926559,1.0,3.0,Better,0.0,0.1
600,33.5,No,Research & Development,2.449489742783178,Master,Medical,Low,Female,Medium,1.0,Research Scientist,High,Divorced,8.11552088154677,70.80254232723568,0.0,No,3.4641016151377544,Outstanding,High,0.6674645920606426,1.4142135623730951,3.0,Good,1.7320508075688772,0.1666666666666667
601,42.0,Yes,Research & Development,2.6457513110645907,Bachelor,Technical Degree,Medium,Male,High,1.0,Laboratory Technician,High,Divorced,8.286017468404763,131.47243057006287,1.7320508075688772,Yes,3.6055512754639887,Excellent,Low,0.2295632050911194,1.4142135623730951,3.0,Better,2.6457513110645907,0.0
602,47.0,No,Research & Development,1.0,Below College,Life Sciences,Very High,Male,High,1.0,Research Scientist,Low,Single,8.512783482927537,123.1990259701756,1.0,No,3.6055512754639887,Excellent,Very High,0.3279747002240082,0.0,3.0,Better,0.0,1.0
603,57.5,No,Research & Development,1.7320508075688772,Below College,Medical,Medium,Male,High,1.0,Laboratory Technician,Medium,Single,8.336630087637149,126.89365626381802,1.0,No,3.741657386773941,Outstanding,Very High,0.25922245683766054,0.0,0.0,Better,0.0,1.0
604,21.0,No,Human Resources,5.0990195135927845,Master,Life Sciences,High,Female,High,1.7320508075688772,Human Resources,Very High,Single,7.872836175025724,129.00387591076478,1.0,Yes,4.0,Outstanding,High,0.15773344549933907,0.0,2.0,Better,0.0,0.22222222222222227
605,33.0,No,Research & Development,4.242640687119285,Bachelor,Medical,High,Male,High,1.4142135623730951,Manufacturing Director,High,Divorced,7.632401126601452,162.2159055086769,1.4142135623730951,No,3.741657386773941,Excellent,High,0.07843733373869412,1.0,0.0,Good,2.6457513110645907,0.3947368421052631
606,23.0,No,Research & Development,2.0,Master,Life Sciences,High,Male,Medium,1.7320508075688772,Healthcare Representative,High,Single,7.378383712996714,149.1475779220031,2.6457513110645907,No,3.741657386773941,Outstanding,Medium,0.07197122948977294,0.0,1.0,Better,3.3166247903554,0.0
607,45.5,No,Human Resources,1.0,Master,Life Sciences,Low,Female,Medium,1.4142135623730951,Human Resources,High,Single,8.443977129084978,163.99390232566574,2.0,No,3.3166247903554,Outstanding,Medium,0.1727894697702089,0.0,3.0,Best,1.4142135623730951,0.5999999999999999
609,40.0,No,Research & Development,3.0,College,Medical,Medium,Male,Medium,1.4142135623730951,Manufacturing Director,Medium,Divorced,9.529303064460997,118.04236527620071,1.4142135623730951,Yes,3.3166247903554,Excellent,High,0.9872972585043794,1.0,5.0,Better,1.4142135623730951,0.6923076923076925
610,21.0,Yes,Sales,4.795831523312719,Below College,Life Sciences,Very High,Male,Medium,1.7320508075688772,Sales Executive,Low,Married,8.336630087637149,105.65036677645752,1.0,No,3.6055512754639887,Excellent,Low,0.37394732126859087,1.0,2.0,Bad,2.8284271247461903,0.18181818181818185
611,52.0,No,Research & Development,1.0,Bachelor,Technical Degree,High,Male,Low,1.7320508075688772,Manufacturing Director,Low,Divorced,8.155362120328133,65.07687761409578,1.4142135623730951,Yes,4.58257569495584,MISSING,High,0.8221959858323488,1.0,3.0,Better,2.6457513110645907,0.5294117647058824
612,28.0,No,Research & Development,2.8284271247461903,Bachelor,Medical,High,Male,High,1.0,Research Scientist,Very High,Single,8.14351740579748,78.43468620451031,1.0,No,3.3166247903554,Excellent,High,0.5593302990897266,0.0,3.0,Good,1.4142135623730951,0.3333333333333334
613,42.0,No,Sales,4.242640687119285,Master,Medical,Medium,Female,High,1.4142135623730951,Sales Executive,Low,Married,8.416930769477844,126.39224659764538,0.0,No,4.0,Excellent,Very High,0.28312989045383435,1.0,4.0,Bad,1.7320508075688772,1.0
614,50.0,No,Sales,3.1622776601683795,Bachelor,Technical Degree,High,Male,High,1.4142135623730951,Sales Executive,Very High,Single,9.777867638611477,141.06381534610497,1.0,Yes,3.6055512754639887,Excellent,Medium,0.8864264535906327,0.0,3.0,Better,1.7320508075688772,0.6666666666666669
615,36.0,Yes,Research & Development,3.741657386773941,Bachelor,Medical,High,Female,High,1.0,Laboratory Technician,Very High,Married,8.848222068371385,148.82540105774956,2.23606797749979,Yes,3.6055512754639887,Outstanding,High,0.31432570319201786,1.0,2.0,Bad,2.0,0.12499999999999994
616,38.0,No,Research & Development,1.7320508075688772,Master,Medical,Low,Female,Medium,1.0,Research Scientist,Very High,Single,9.259511415982633,123.18279100588686,0.0,No,3.6055512754639887,Excellent,Very High,0.6922367207064722,0.0,4.0,Better,1.4142135623730951,0.2
617,26.0,No,Sales,1.0,Below College,Life Sciences,Medium,Male,High,1.4142135623730951,Sales Executive,High,Married,8.182559264068665,156.62694531912445,1.0,No,5.0,Excellent,High,0.1458503179520627,0.0,2.0,Better,4.0,0.35
618,27.0,Yes,Research & Development,4.69041575982343,Bachelor,Life Sciences,Low,Female,High,1.0,Research Scientist,High,Married,7.748460023899697,107.41973747873341,2.0,Yes,3.3166247903554,Excellent,Medium,0.20088395874859166,0.0,2.0,Better,1.4142135623730951,0.14285714285714282
619,41.0,No,Sales,3.1622776601683795,Master,Marketing,Very High,Male,High,1.4142135623730951,Sales Executive,High,Divorced,8.030084094267563,76.909037180295,1.0,Yes,3.4641016151377544,Excellent,Very High,0.5193575655114119,1.0,2.0,Best,1.4142135623730951,0.2
620,41.0,No,Research & Development,2.0,College,Life Sciences,High,Female,Very High,2.23606797749979,Manager,Low,Divorced,8.38776764397578,132.20060514233663,1.0,No,3.741657386773941,Outstanding,Very High,0.25135892887795386,1.4142135623730951,3.0,Good,3.0,0.19230769230769235
621,25.0,No,Sales,2.23606797749979,Bachelor,Medical,Very High,Male,High,1.4142135623730951,Sales Executive,Low,Single,7.632401126601452,153.26447729333762,0.0,No,4.242640687119285,Excellent,Very High,0.0878671775223498,0.0,2.0,Better,2.0,0.5000000000000001
622,45.5,No,Research & Development,2.449489742783178,Below College,Life Sciences,High,Male,High,1.0,Research Scientist,High,Married,8.133880887949207,77.5886589650833,0.0,Yes,3.741657386773941,Excellent,Very High,0.5661129568106316,0.0,2.0,Better,1.4142135623730951,1.0
