Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,RateIncome,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,FractionYearsAtCompany
Yes,Sales,1.0,Master,Life Sciences,0,0.0,0,3.0,Sales Executive,High,1,5.000000000000001,0.0,11.0,Excellent,High,0.1383192601527943,0.0,6.0,0,1.0,0.1764705882352941
No,Sales,1.0,Master,Life Sciences,1,1.0,1,2.0000000000000004,Sales Executive,Medium,1,0.0,0.0,15.000000000000005,Excellent,Low,0.31430068098480884,2.0000000000000004,3.0,1,12.999999999999995,0.12500000000000006
No,Research & Development,7.000000000000001,Master,Life Sciences,0,1.0,1,3.0,Research Director,Medium,0,0.0,0.0,11.0,Excellent,High,0.1733903160663127,0.0,3.0,1,5.999999999999999,0.8461538461538464
No,Sales,26.0,Bachelor,Marketing,1,0.0,1,2.0000000000000004,Sales Executive,Low,1,1.0,0.0,13.999999999999995,Excellent,Medium,0.1252644371427287,1.0,3.0,0,7.000000000000001,0.25
Yes,Research & Development,2.0000000000000004,Bachelor,Medical,1,0.0,1,5.000000000000001,Manager,Low,1,5.000000000000001,1.0,12.999999999999995,Outstanding,Very High,0.6401245341761417,1.0,0.0,1,2.0000000000000004,0.8333333333333336
No,Research & Development,2.0000000000000004,Bachelor,Life Sciences,1,1.0,1,1.0,Research Scientist,High,1,4.0,0.0,12.999999999999995,Excellent,Medium,0.1739130434782606,1.0,4.0,1,2.0000000000000004,0.3333333333333334
No,Research & Development,2.0000000000000004,Below College,Life Sciences,1,1.0,1,4.0,Manager,High,1,0.0,1.0,12.999999999999995,Outstanding,Very High,0.09984199834474444,0.0,3.0,0,8.000000000000002,0.09523809523809527
No,Sales,17.0,Master,Life Sciences,1,0.0,1,2.0000000000000004,Sales Executive,Low,1,3.0,1.0,15.000000000000005,Excellent,Very High,0.4995719585275378,3.0,1.0,1,7.000000000000001,0.2
No,Human Resources,3.0,Bachelor,Human Resources,1,1.0,1,2.0000000000000004,Human Resources,Medium,1,9.0,0.0,15.000000000000005,Excellent,High,0.14179144242553415,1.0,2.0,0,3.0,0.1666666666666667
No,Sales,10.000000000000002,Bachelor,Marketing,1,0.0,0,3.0,Sales Executive,Very High,1,2.0000000000000004,1.0,19.000000000000004,MISSING,High,0.537403787944305,1.0,3.0,1,2.0000000000000004,0.5333333333333332
Yes,Sales,24.0,Below College,Life Sciences,1,1.0,0,1.0,Sales Representative,Very High,0,1.0,1.0,13.999999999999995,Excellent,Very High,0.4498756218905468,0.0,2.0,1,0.0,1.0
No,Research & Development,5.000000000000001,Master,Other,0,1.0,1,1.0,Research Scientist,Very High,1,3.0,0.0,17.0,Excellent,Very High,0.224724484906564,2.0000000000000004,3.0,1,2.0000000000000004,0.8333333333333336
No,Research & Development,5.000000000000001,College,Medical,1,0.0,1,2.0000000000000004,Manufacturing Director,Very High,0,7.000000000000001,0.0,16.0,Excellent,High,0.22095180566941355,2.0000000000000004,3.0,0,2.0000000000000004,0.0
No,Research & Development,26.0,Bachelor,Medical,0,0.0,1,2.0000000000000004,Research Scientist,Medium,0,1.0,0.0,11.0,Excellent,Low,0.242709313264346,1.0,4.0,1,7.000000000000001,0.25
No,Research & Development,5.000000000000001,Bachelor,Technical Degree,1,1.0,1,1.0,Research Scientist,Low,0,5.000000000000001,0.0,13.999999999999995,Excellent,Very High,0.33384541526644274,1.0,2.0,1,2.0000000000000004,0.6249999999999999
No,Research & Development,17.999999999999996,Master,Medical,1,0.0,1,3.0,Manufacturing Director,Very High,0,5.999999999999999,0.0,11.999999999999998,Outstanding,Very High,0.2299270072992701,0.0,2.0,0,7.000000000000001,0.6000000000000002
No,Research & Development,27.0,Bachelor,Technical Degree,1,0.0,1,1.0,Laboratory Technician,Medium,0,5.000000000000001,0.0,11.999999999999998,Excellent,High,0.6555081127241669,1.0,5.0,1,4.0,0.6249999999999999
No,Research & Development,25.0,College,Medical,1,1.0,0,2.0000000000000004,Healthcare Representative,Very High,0,7.000000000000001,0.0,12.999999999999995,Excellent,High,0.14023644516918074,2.0000000000000004,3.0,1,2.0000000000000004,0.1111111111111111
No,Research & Development,2.0000000000000004,Master,Medical,1,1.0,1,1.0,Laboratory Technician,High,0,4.0,0.0,21.0,MISSING,High,0.1903637991372995,0.0,4.0,1,8.000000000000002,0.6250000000000001
No,Sales,10.000000000000002,Master,Technical Degree,0,1.0,0,2.0000000000000004,Sales Executive,High,1,1.0,1.0,12.999999999999995,Excellent,Low,0.9518151815181544,1.0,2.0,1,9.0,0.4
No,Sales,1.0,Below College,Medical,1,1.0,1,2.0000000000000004,Sales Executive,Low,0,7.000000000000001,0.0,20.000000000000004,Excellent,Very High,0.6785666711069659,0.0,6.0,1,7.000000000000001,0.055555555555555566
No,Research & Development,10.000000000000002,Master,Other,1,1.0,1,2.0000000000000004,Healthcare Representative,Very High,1,2.0000000000000004,1.0,12.999999999999995,MISSING,Very High,0.1518749019402752,0.0,2.0,1,2.0000000000000004,0.4444444444444444
Yes,Research & Development,25.0,Master,Life Sciences,1,1.0,1,1.0,Research Scientist,Medium,0,1.0,1.0,19.000000000000004,Excellent,Low,0.15994461834818202,1.0,5.0,0,2.0000000000000004,0.2
No,Research & Development,8.000000000000002,Bachelor,Medical,0,1.0,1,1.0,Research Scientist,High,1,7.000000000000001,0.0,17.0,Excellent,Low,0.1862605602489996,0.0,2.0,1,2.0000000000000004,1.0
No,Research & Development,9.0,College,Medical,0,1.0,1,2.0000000000000004,Manufacturing Director,Low,1,1.0,0.0,25.0,MISSING,Very High,0.7977263499796997,1.0,2.0,1,0.0,0.1
Yes,Human Resources,12.999999999999995,Bachelor,Human Resources,0,1.0,0,1.0,Human Resources,Low,0,4.0,1.0,15.000000000000005,Excellent,Very High,0.8194488438390869,3.0,3.0,1,2.0000000000000004,1.0
Yes,Sales,12.999999999999995,Master,Medical,0,1.0,1,2.0000000000000004,Sales Executive,Low,0,2.0000000000000004,0.0,17.0,Excellent,High,0.2943015983321752,0.0,0.0,0,1.0,0.1111111111111111
No,Research & Development,7.000000000000001,Bachelor,Life Sciences,1,1.0,1,4.0,Research Director,High,1,3.0,0.0,19.000000000000004,Excellent,High,0.19949681811454786,0.0,5.0,1,1.0,0.09375
No,Research & Development,5.000000000000001,Bachelor,Life Sciences,1,0.0,1,1.0,Research Scientist,Medium,0,1.0,1.0,16.0,Excellent,Low,0.25855390574564263,1.0,3.0,0,2.0000000000000004,0.7499999999999999
No,Sales,3.0,Bachelor,Other,1,0.0,0,2.0000000000000004,Sales Executive,Low,0,3.0,0.0,17.999999999999996,MISSING,Very High,0.3954439619910641,0.0,3.0,1,9.0,0.2
Yes,Research & Development,2.0000000000000004,College,Medical,1,0.0,0,1.0,Laboratory Technician,Low,0,7.000000000000001,0.0,11.0,Excellent,High,0.7794584500466875,0.0,1.0,0,0.0,1.0
No,Research & Development,5.999999999999999,Bachelor,Medical,1,0.0,0,2.0000000000000004,Manufacturing Director,Medium,0,5.999999999999999,1.0,15.000000000000005,Excellent,Very High,0.2254203758654797,0.0,2.0,1,4.0,0.875
Yes,Research & Development,3.0,Bachelor,Life Sciences,0,0.0,1,1.0,Research Scientist,Low,0,1.0,1.0,11.0,Excellent,Low,0.6324273072060673,0.0,2.0,1,8.000000000000002,0.4999999999999999
No,Research & Development,9.0,College,Medical,0,1.0,1,1.0,Laboratory Technician,Very High,0,1.0,0.0,12.999999999999995,MISSING,High,0.0944829262364805,0.0,2.0,1,9.0,0.08333333333333336
No,Research & Development,5.999999999999999,Bachelor,Medical,0,0.0,0,2.0000000000000004,Research Scientist,Very High,0,7.000000000000001,1.0,11.999999999999998,Excellent,Very High,0.29515810905389017,3.0,2.0,1,11.0,0.8823529411764709
Yes,Research & Development,4.0,Below College,Technical Degree,1,0.0,0,1.0,Laboratory Technician,High,0,5.000000000000001,0.0,16.0,MISSING,High,0.5245919596889034,0.0,3.0,1,2.0000000000000004,0.7499999999999999
No,Research & Development,11.0,College,Medical,1,1.0,0,3.0,Healthcare Representative,Low,1,2.0000000000000004,1.0,12.999999999999995,Excellent,High,0.7434353167911342,1.0,3.0,1,0.0,0.7000000000000001
No,Research & Development,1.0,Master,Medical,1,0.0,0,1.0,Laboratory Technician,High,1,5.999999999999999,0.0,11.999999999999998,Excellent,Medium,0.1352509179926559,1.0,3.0,1,0.0,0.1
No,Research & Development,5.999999999999999,Master,Medical,0,0.0,0,1.0,Research Scientist,High,0,0.0,0.0,11.999999999999998,Outstanding,High,0.6674645920606426,2.0000000000000004,3.0,0,3.0,0.1666666666666667
Yes,Research & Development,7.000000000000001,Bachelor,Technical Degree,0,1.0,1,1.0,Laboratory Technician,High,0,3.0,1.0,12.999999999999995,Excellent,Low,0.2295632050911194,2.0000000000000004,3.0,1,7.000000000000001,0.0
No,Research & Development,1.0,Below College,Life Sciences,1,1.0,1,1.0,Research Scientist,Low,0,1.0,0.0,12.999999999999995,Excellent,Very High,0.3279747002240082,0.0,3.0,1,0.0,1.0
No,Research & Development,3.0,Below College,Medical,0,1.0,1,1.0,Laboratory Technician,Medium,0,1.0,0.0,13.999999999999995,Outstanding,Very High,0.2592224568376605,0.0,0.0,1,0.0,1.0
No,Human Resources,26.0,Master,Life Sciences,1,0.0,1,3.0,Human Resources,Very High,0,1.0,1.0,16.0,Outstanding,High,0.15773344549933907,0.0,2.0,1,0.0,0.22222222222222227
No,Research & Development,17.999999999999996,Bachelor,Medical,1,1.0,1,2.0000000000000004,Manufacturing Director,High,0,2.0000000000000004,0.0,13.999999999999995,Excellent,High,0.07843733373869413,1.0,0.0,0,7.000000000000001,0.3947368421052631
No,Research & Development,4.0,Master,Life Sciences,1,1.0,0,3.0,Healthcare Representative,High,0,7.000000000000001,0.0,13.999999999999995,Outstanding,Medium,0.07197122948977294,0.0,1.0,1,11.0,0.0
No,Human Resources,1.0,Master,Life Sciences,0,0.0,0,2.0000000000000004,Human Resources,High,0,4.0,0.0,11.0,Outstanding,Medium,0.1727894697702089,0.0,3.0,1,2.0000000000000004,0.5999999999999999
No,Research & Development,9.0,College,Medical,0,1.0,0,2.0000000000000004,Manufacturing Director,Medium,0,2.0000000000000004,1.0,11.0,Excellent,High,0.9872972585043794,1.0,5.0,1,2.0000000000000004,0.6923076923076925
Yes,Sales,23.0,Below College,Life Sciences,1,1.0,0,3.0,Sales Executive,Low,1,1.0,0.0,12.999999999999995,Excellent,Low,0.3739473212685909,1.0,2.0,0,8.000000000000002,0.18181818181818185
No,Research & Development,1.0,Bachelor,Technical Degree,1,1.0,0,3.0,Manufacturing Director,Low,0,2.0000000000000004,1.0,21.0,MISSING,High,0.8221959858323488,1.0,3.0,1,7.000000000000001,0.5294117647058824
No,Research & Development,8.000000000000002,Bachelor,Medical,1,1.0,1,1.0,Research Scientist,Very High,0,1.0,0.0,11.0,Excellent,High,0.5593302990897266,0.0,3.0,0,2.0000000000000004,0.3333333333333334
No,Sales,17.999999999999996,Master,Medical,0,0.0,1,2.0000000000000004,Sales Executive,Low,1,0.0,0.0,16.0,Excellent,Very High,0.28312989045383435,1.0,4.0,0,3.0,1.0
No,Sales,10.000000000000002,Bachelor,Technical Degree,1,1.0,1,2.0000000000000004,Sales Executive,Very High,0,1.0,1.0,12.999999999999995,Excellent,Medium,0.8864264535906327,0.0,3.0,1,3.0,0.6666666666666669
Yes,Research & Development,13.999999999999995,Bachelor,Medical,1,0.0,1,1.0,Laboratory Technician,Very High,1,5.000000000000001,1.0,12.999999999999995,Outstanding,High,0.31432570319201786,1.0,2.0,0,4.0,0.12499999999999994
No,Research & Development,3.0,Master,Medical,0,0.0,0,1.0,Research Scientist,Very High,0,0.0,0.0,12.999999999999995,Excellent,Very High,0.6922367207064722,0.0,4.0,1,2.0000000000000004,0.2
No,Sales,1.0,Below College,Life Sciences,0,1.0,1,2.0000000000000004,Sales Executive,High,1,1.0,0.0,25.0,Excellent,High,0.1458503179520627,0.0,2.0,1,16.0,0.35
Yes,Research & Development,22.0,Bachelor,Life Sciences,0,0.0,1,1.0,Research Scientist,High,1,4.0,1.0,11.0,Excellent,Medium,0.20088395874859166,0.0,2.0,1,2.0000000000000004,0.14285714285714282
No,Sales,10.000000000000002,Master,Marketing,1,1.0,1,2.0000000000000004,Sales Executive,High,0,1.0,1.0,11.999999999999998,Excellent,Very High,0.5193575655114119,1.0,2.0,1,2.0000000000000004,0.2
No,Research & Development,4.0,College,Life Sciences,1,0.0,1,5.000000000000001,Manager,Low,0,1.0,0.0,13.999999999999995,Outstanding,Very High,0.25135892887795386,2.0000000000000004,3.0,0,9.0,0.19230769230769235
No,Sales,5.000000000000001,Bachelor,Medical,1,1.0,1,2.0000000000000004,Sales Executive,Low,0,0.0,0.0,17.999999999999996,Excellent,Very High,0.0878671775223498,0.0,2.0,1,4.0,0.5000000000000001
No,Research & Development,5.999999999999999,Below College,Life Sciences,1,1.0,1,1.0,Research Scientist,High,1,0.0,1.0,13.999999999999995,Excellent,Very High,0.5661129568106316,0.0,2.0,1,2.0000000000000004,1.0
No,Sales,13.999999999999995,Bachelor,Medical,1,0.0,1,2.0000000000000004,Sales Executive,High,1,3.0,1.0,17.0,Excellent,High,0.6662809917355372,1.0,2.0,0,4.0,0.6363636363636365
No,Sales,26.0,Bachelor,Marketing,0,0.0,0,2.0000000000000004,Sales Executive,Low,1,1.0,0.0,15.000000000000005,MISSING,Low,0.1556162569323732,1.0,5.0,1,7.000000000000001,0.29999999999999993
No,Sales,2.0000000000000004,College,Life Sciences,0,1.0,1,2.0000000000000004,Sales Executive,Very High,0,1.0,0.0,17.999999999999996,Excellent,Low,0.15078973346495553,0.0,5.0,0,7.000000000000001,0.8999999999999999
No,Research & Development,5.000000000000001,Master,Life Sciences,1,1.0,1,3.0,Manager,Medium,1,5.999999999999999,0.0,11.0,Excellent,Medium,0.17865091593905194,2.0000000000000004,2.0,1,5.999999999999999,0.1666666666666667
No,Research & Development,5.999999999999999,Below College,Medical,1,1.0,0,3.0,Healthcare Representative,Low,1,4.0,0.0,15.000000000000005,Excellent,Low,0.1945285920678572,1.0,3.0,1,7.000000000000001,0.6666666666666665
No,Research & Development,8.000000000000002,Bachelor,Life Sciences,1,0.0,1,1.0,Laboratory Technician,High,0,4.0,0.0,12.999999999999995,Excellent,Very High,0.2135202583675866,0.0,3.0,1,0.0,1.0
No,Sales,2.0000000000000004,Bachelor,Technical Degree,1,0.0,0,4.0,Manager,Medium,1,3.0,1.0,11.999999999999998,Excellent,Medium,0.2739533952059829,1.0,2.0,0,7.000000000000001,0.32142857142857145
No,Research & Development,23.0,Bachelor,Life Sciences,1,0.0,1,4.0,Manufacturing Director,Medium,1,4.0,1.0,11.999999999999998,Outstanding,Low,0.14642171647929794,1.0,3.0,1,16.0,0.030303030303030307
No,Sales,20.000000000000004,College,Marketing,1,1.0,1,2.0000000000000004,Sales Executive,Very High,0,2.0000000000000004,0.0,13.999999999999995,Excellent,Very High,0.7885762206485264,1.0,4.0,1,2.0000000000000004,0.4999999999999999
No,Research & Development,1.0,Bachelor,Medical,1,0.0,1,1.0,Laboratory Technician,Low,0,0.0,0.0,12.999999999999995,Excellent,Very High,0.2735679296211135,0.0,2.0,0,7.000000000000001,0.4999999999999999
No,Research & Development,2.0000000000000004,Bachelor,Life Sciences,1,0.0,0,3.0,Manufacturing Director,Medium,0,2.0000000000000004,0.0,17.999999999999996,MISSING,Medium,0.32913007964059604,1.0,3.0,1,7.000000000000001,0.3999999999999997
No,Research & Development,17.999999999999996,Master,Life Sciences,1,1.0,1,2.0000000000000004,Healthcare Representative,High,1,1.0,1.0,13.999999999999995,Excellent,Very High,0.1732942994226234,2.0000000000000004,2.0,1,2.0000000000000004,0.29999999999999993
No,Research & Development,1.0,Master,Other,1,0.0,1,2.0000000000000004,Healthcare Representative,Medium,1,1.0,1.0,12.999999999999995,Excellent,Low,0.27205991766281457,1.0,4.0,1,5.000000000000001,0.8333333333333336
No,Research & Development,9.0,Bachelor,Medical,0,1.0,1,1.0,Research Scientist,Very High,1,1.0,1.0,11.999999999999998,Outstanding,High,0.18087810007887106,3.0,2.0,0,2.0000000000000004,0.25
No,Sales,2.0000000000000004,College,Marketing,1,0.0,1,2.0000000000000004,Sales Executive,Very High,1,0.0,1.0,22.0,Excellent,Low,0.14463251419895407,1.0,1.0,1,5.999999999999999,0.375
No,Sales,9.0,College,Medical,1,0.0,0,2.0000000000000004,Sales Executive,Very High,0,0.0,0.0,17.0,Excellent,Very High,0.1938453445554972,3.0,3.0,1,7.000000000000001,0.1111111111111111
No,Research & Development,4.0,Master,Life Sciences,1,0.0,1,2.0000000000000004,Healthcare Representative,High,1,0.0,1.0,16.0,Excellent,Medium,0.13547667719754694,0.0,3.0,1,2.0000000000000004,0.5000000000000001
No,Sales,26.0,Master,Marketing,0,1.0,1,4.0,Manager,High,1,2.0000000000000004,0.0,13.999999999999995,Excellent,High,0.814086521272793,1.0,3.0,0,5.999999999999999,0.3448275862068966
No,Research & Development,20.000000000000004,Doctor,Medical,0,0.0,1,4.0,Healthcare Representative,High,1,2.0000000000000004,1.0,15.000000000000005,Outstanding,High,0.3244236067475472,1.0,2.0,1,8.000000000000002,0.25
No,Human Resources,2.0000000000000004,Doctor,Medical,1,0.0,1,2.0000000000000004,Human Resources,Low,1,7.000000000000001,0.0,16.0,Outstanding,Low,0.15780059107170633,1.0,6.0,1,3.0,0.4999999999999999
No,Sales,2.0000000000000004,Below College,Marketing,1,0.0,1,2.0000000000000004,Sales Executive,Medium,1,0.0,1.0,12.999999999999995,Excellent,Low,0.13728838366590246,3.0,2.0,0,2.0000000000000004,1.0
No,Research & Development,1.0,Below College,Life Sciences,1,0.0,0,2.0000000000000004,Laboratory Technician,Very High,1,1.0,1.0,11.999999999999998,Excellent,High,0.2001500187523442,2.0000000000000004,4.0,0,8.000000000000002,0.4999999999999999
No,Research & Development,4.0,Below College,Medical,1,0.0,1,5.000000000000001,Manager,High,1,1.0,0.0,13.999999999999995,Excellent,Medium,0.39898445914756064,1.0,4.0,1,8.000000000000002,0.4285714285714287
No,Sales,3.0,Bachelor,Life Sciences,1,1.0,0,2.0000000000000004,Sales Executive,Very High,0,5.000000000000001,0.0,17.0,Excellent,Very High,0.499514857489387,0.0,3.0,1,1.0,0.5384615384615387
No,Research & Development,17.999999999999996,Below College,Medical,0,1.0,1,1.0,Laboratory Technician,Very High,0,1.0,0.0,12.999999999999995,Excellent,Low,0.33882902765156386,0.0,5.0,1,1.0,0.25
Yes,Research & Development,22.0,Master,Medical,1,0.0,1,2.0000000000000004,Manufacturing Director,High,1,1.0,1.0,15.000000000000005,Outstanding,Very High,0.2330341454148264,2.0000000000000004,3.0,0,2.0000000000000004,0.4999999999999999
No,Sales,8.000000000000002,Master,Life Sciences,0,0.0,1,1.0,Sales Representative,Very High,1,1.0,0.0,16.0,Excellent,Medium,0.7861396859772616,1.0,2.0,0,2.0000000000000004,1.0
No,Sales,20.000000000000004,Bachelor,Life Sciences,1,1.0,1,2.0000000000000004,Sales Executive,High,0,1.0,0.0,13.999999999999995,Excellent,Very High,0.21825642613812324,0.0,3.0,1,7.000000000000001,0.4285714285714285
No,Research & Development,1.0,Bachelor,Life Sciences,1,0.0,0,2.0000000000000004,Laboratory Technician,Very High,1,0.0,0.0,11.0,Excellent,Low,0.17392630551488544,3.0,3.0,1,8.000000000000002,0.1
No,Sales,5.000000000000001,Bachelor,Medical,0,1.0,0,2.0000000000000004,Sales Executive,Medium,0,1.0,1.0,12.999999999999995,Excellent,Medium,0.8927294398092975,1.0,2.0,0,0.0,0.4
No,Research & Development,1.0,Master,Life Sciences,1,1.0,1,3.0,Manufacturing Director,High,0,7.000000000000001,0.0,17.0,Excellent,Low,0.32736308106429224,1.0,2.0,0,4.0,0.15151515151515152
No,Research & Development,1.0,Below College,Technical Degree,1,1.0,1,2.0000000000000004,Manufacturing Director,High,1,1.0,0.0,12.999999999999995,Excellent,Low,0.14039493208537826,1.0,5.0,1,7.000000000000001,0.29999999999999993
No,Sales,12.999999999999995,Master,Life Sciences,0,1.0,1,2.0000000000000004,Sales Executive,Very High,0,2.0000000000000004,0.0,11.0,Excellent,High,0.22291891891891905,1.0,2.0,0,2.0000000000000004,0.375
Yes,Research & Development,24.0,Bachelor,Life Sciences,1,1.0,1,1.0,Laboratory Technician,High,0,3.0,1.0,22.0,MISSING,Very High,0.27801204819277103,1.0,2.0,0,0.0,0.0
No,Research & Development,4.0,Bachelor,Medical,0,1.0,1,1.0,Laboratory Technician,High,0,8.000000000000002,0.0,11.999999999999998,Outstanding,Medium,0.1287505458174784,1.0,4.0,0,2.0000000000000004,0.7499999999999999
No,Sales,2.0000000000000004,Bachelor,Medical,0,0.0,1,4.0,Manager,Medium,0,4.0,0.0,22.0,Outstanding,Very High,0.17402666430438068,1.0,1.0,0,9.0,0.10810810810810814
No,Sales,26.0,College,Life Sciences,1,1.0,1,4.0,Manager,Very High,1,1.0,1.0,11.999999999999998,Excellent,Very High,0.17610546834923554,2.0000000000000004,3.0,1,11.999999999999998,0.20000000000000004
No,Research & Development,11.0,College,Medical,0,1.0,1,2.0000000000000004,Healthcare Representative,Low,1,1.0,1.0,12.999999999999995,Excellent,High,0.8506293460082721,1.0,3.0,1,3.0,0.4
No,Sales,15.000000000000005,Master,Marketing,0,1.0,1,4.0,Sales Executive,Low,0,0.0,0.0,11.999999999999998,Excellent,Low,0.25468164794007503,0.0,6.0,1,8.000000000000002,0.09523809523809527
No,Research & Development,8.000000000000002,Below College,Other,1,1.0,0,2.0000000000000004,Healthcare Representative,Low,1,3.0,0.0,12.999999999999995,MISSING,High,0.3501646542261254,1.0,4.0,1,7.000000000000001,0.1111111111111111
No,Sales,11.0,College,Marketing,1,1.0,1,2.0000000000000004,Sales Executive,Very High,0,1.0,0.0,11.0,Outstanding,Very High,0.5677837837837842,1.0,5.0,1,2.0000000000000004,1.0
No,Research & Development,9.0,Master,Medical,0,0.0,1,2.0000000000000004,Research Scientist,High,0,1.0,0.0,19.000000000000004,Excellent,Medium,0.5170071665418765,0.0,3.0,1,7.000000000000001,0.7000000000000001
No,Research & Development,2.0000000000000004,Below College,Life Sciences,0,1.0,1,1.0,Research Scientist,Very High,1,1.0,0.0,12.999999999999995,Excellent,Very High,0.13612251025923328,1.0,3.0,1,5.000000000000001,0.4999999999999999
Yes,Sales,3.0,College,Life Sciences,0,1.0,1,2.0000000000000004,Sales Executive,High,0,9.0,0.0,13.999999999999995,Outstanding,Low,0.11369780108936856,0.0,2.0,1,2.0000000000000004,0.7499999999999999
No,Research & Development,10.000000000000002,Doctor,Medical,0,1.0,1,2.0000000000000004,Manufacturing Director,Low,1,2.0000000000000004,0.0,12.999999999999995,MISSING,Very High,0.5397653194263368,3.0,2.0,1,7.000000000000001,0.4999999999999999
No,Sales,2.0000000000000004,College,Marketing,1,1.0,1,3.0,Sales Executive,Medium,0,7.000000000000001,0.0,16.0,Excellent,High,0.2390998593530241,0.0,2.0,1,0.0,0.4999999999999999
Yes,Sales,10.000000000000002,Bachelor,Medical,1,1.0,0,3.0,Sales Executive,Low,1,9.0,0.0,17.0,MISSING,High,0.3660009289363686,0.0,3.0,1,11.999999999999998,0.5333333333333332
No,Research & Development,4.0,Below College,Life Sciences,1,1.0,1,1.0,Research Scientist,High,1,7.000000000000001,1.0,15.000000000000005,Excellent,Very High,0.3983018139714388,0.0,2.0,1,4.0,0.25
No,Research & Development,10.000000000000002,Below College,Medical,1,1.0,1,4.0,Manager,Low,1,1.0,1.0,13.999999999999995,Excellent,Very High,0.8816059757236229,0.0,3.0,1,9.0,0.8571428571428571
No,Research & Development,15.000000000000005,College,Medical,0,0.0,1,2.0000000000000004,Healthcare Representative,Very High,1,0.0,1.0,12.999999999999995,Excellent,Low,0.1675980233685863,1.0,6.0,1,7.000000000000001,0.29999999999999993
No,Research & Development,1.0,College,Medical,1,0.0,1,2.0000000000000004,Laboratory Technician,Very High,0,1.0,0.0,23.0,Excellent,Very High,0.3871626008719052,0.0,3.0,1,8.000000000000002,0.4999999999999999
No,Sales,7.000000000000001,Bachelor,Technical Degree,0,0.0,1,2.0000000000000004,Sales Executive,Very High,1,4.0,0.0,11.0,Excellent,Medium,0.5133567518993549,1.0,3.0,0,7.000000000000001,0.7499999999999999
No,Research & Development,1.0,Doctor,Medical,0,1.0,1,4.0,Research Director,High,0,4.0,0.0,19.000000000000004,Excellent,High,0.15528390468597753,1.0,3.0,1,1.0,0.29999999999999993
No,Sales,1.0,Bachelor,Life Sciences,0,0.0,0,1.0,Sales Representative,Low,0,4.0,0.0,13.999999999999995,MISSING,Low,0.5575699468316916,0.0,6.0,0,0.0,0.29999999999999993
No,Research & Development,7.000000000000001,Bachelor,Life Sciences,1,1.0,0,3.0,Manufacturing Director,Very High,0,4.0,0.0,11.0,Excellent,Low,0.32906258641349484,0.0,2.0,0,4.0,0.18918918918918928
No,Research & Development,21.0,College,Medical,1,1.0,1,2.0000000000000004,Manufacturing Director,High,0,2.0000000000000004,0.0,16.0,Excellent,Medium,0.12555508242593813,1.0,4.0,1,3.0,0.4545454545454546
No,Research & Development,22.0,Bachelor,Technical Degree,0,0.0,0,1.0,Research Scientist,Medium,0,5.000000000000001,0.0,11.999999999999998,MISSING,Very High,0.13927623541306822,1.0,5.0,1,2.0000000000000004,0.3125000000000001
No,Research & Development,7.000000000000001,Master,Other,0,1.0,1,1.0,Research Scientist,Very High,0,2.0000000000000004,0.0,17.999999999999996,Excellent,High,0.26978062078736115,0.0,3.0,1,2.0000000000000004,0.3125000000000001
No,Sales,15.000000000000005,Bachelor,Life Sciences,1,0.0,0,2.0000000000000004,Sales Executive,Very High,1,3.0,0.0,17.999999999999996,Excellent,High,0.0871511210572983,1.0,3.0,1,2.0000000000000004,0.4285714285714285
No,Research & Development,7.000000000000001,College,Medical,1,1.0,1,3.0,Manufacturing Director,High,0,5.999999999999999,0.0,12.999999999999995,Excellent,Medium,0.8016358228684719,1.0,4.0,1,7.000000000000001,0.3076923076923078
No,Sales,3.0,College,Life Sciences,1,1.0,0,2.0000000000000004,Sales Executive,Very High,0,5.000000000000001,0.0,11.999999999999998,Excellent,Low,0.08239656056482478,0.0,3.0,1,2.0000000000000004,0.8333333333333336
No,Research & Development,2.0000000000000004,Bachelor,Life Sciences,1,1.0,0,4.0,Manufacturing Director,Very High,0,3.0,1.0,12.999999999999995,MISSING,Low,0.2922717485913235,0.0,2.0,1,3.0,0.20000000000000004
Yes,Research & Development,7.000000000000001,College,Life Sciences,1,0.0,1,2.0000000000000004,Laboratory Technician,High,1,1.0,0.0,17.999999999999996,MISSING,Low,0.14059969358721824,1.0,3.0,1,4.0,0.2
No,Research & Development,5.000000000000001,Master,Life Sciences,0,1.0,1,3.0,Healthcare Representative,Low,1,4.0,0.0,11.999999999999998,Excellent,High,0.0905580905580904,2.0000000000000004,4.0,1,2.0000000000000004,0.2777777777777778
No,Research & Development,3.0,Master,Medical,0,0.0,0,3.0,Research Director,High,1,1.0,0.0,17.999999999999996,Excellent,High,0.1663105082226144,0.0,3.0,1,2.0000000000000004,0.4
No,Research & Development,8.000000000000002,Bachelor,Life Sciences,0,0.0,1,3.0,Research Director,Low,1,9.0,0.0,13.999999999999995,Outstanding,Low,0.12894025079911473,1.0,3.0,1,7.000000000000001,0.29999999999999993
No,Research & Development,1.0,Master,Life Sciences,1,0.0,0,2.0000000000000004,Healthcare Representative,High,0,2.0000000000000004,1.0,12.999999999999995,Excellent,Very High,0.22015712945590984,1.0,3.0,1,3.0,0.6666666666666669
