Unnamed: 0,Age,Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
688,45.0,No,Research & Development,5.291502622129181,Master,Technical Degree,Very High,Male,Medium,1.4142135623730951,Healthcare Representative,Very High,Married,8.399984990510696,66.2268827591938,0.0,No,3.3166247903554,Excellent,Very High,1.7320508075688772,2.6457513110645907,5.0,Best,3.0,2.23606797749979,0.0,2.0
689,33.5,No,Research & Development,4.0,Bachelor,Life Sciences,Very High,Male,Medium,1.7320508075688772,Healthcare Representative,Medium,Single,7.886081401775745,145.58502670261117,1.0,No,4.358898943540674,Excellent,Very High,0.0,3.3166247903554,3.0,Bad,1.4142135623730951,2.8284271247461903,1.7320508075688772,1.7320508075688772
690,18.0,No,Research & Development,3.8729833462074175,College,Life Sciences,Low,Male,High,1.0,Laboratory Technician,High,Divorced,7.5517122153513085,149.9399879951976,1.0,No,4.0,Excellent,Very High,1.0,2.0,0.0,Good,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951
691,45.5,Yes,Research & Development,2.23606797749979,College,Life Sciences,Low,Male,Medium,1.0,Research Scientist,Low,Divorced,8.745761999375512,142.45350118547458,2.449489742783178,No,4.123105625617661,Excellent,Low,1.0,2.23606797749979,2.0,Bad,0.0,0.0,0.0,0.0
692,48.0,No,Research & Development,1.4142135623730951,Master,Other,Low,Female,Medium,1.4142135623730951,Healthcare Representative,High,Single,9.433803872101313,45.95650117230423,1.4142135623730951,Yes,4.123105625617661,Outstanding,Low,0.0,3.1622776601683795,3.0,Better,0.0,2.6457513110645907,0.0,2.6457513110645907
693,26.0,Yes,Sales,1.0,Below College,Technical Degree,High,Male,Low,1.0,Sales Representative,Low,Single,7.630946580890459,144.8758088847134,0.0,No,4.58257569495584,Outstanding,Low,0.0,1.0,5.0,Best,1.0,0.0,0.0,0.0
694,26.0,Yes,Research & Development,3.1622776601683795,Master,Life Sciences,High,Male,High,1.0,Research Scientist,High,Single,7.7376162828579025,104.04806581575652,1.0,Yes,3.3166247903554,Excellent,High,0.0,2.449489742783178,2.0,Better,1.0,2.0,0.0,1.4142135623730951
695,33.5,No,Research & Development,2.6457513110645907,College,Medical,High,Male,Medium,2.23606797749979,Manager,Very High,Married,9.575747082838364,145.3994497926316,1.0,No,3.8729833462074175,Excellent,Low,1.0,4.58257569495584,2.0,Better,2.7386127875258306,3.0,3.6055512754639887,1.7320508075688772
696,53.0,No,Research & Development,3.4641016151377544,Bachelor,Medical,Very High,Female,High,1.4142135623730951,Manufacturing Director,Medium,Married,9.85712942855798,87.7097486029917,2.0,No,4.58257569495584,Excellent,High,0.0,2.6457513110645907,3.0,Better,3.7416573867739413,2.0,1.0,0.0
697,27.0,No,Sales,1.0,Bachelor,Life Sciences,High,Female,Very High,1.4142135623730951,Sales Executive,Low,Married,8.660254034256889,56.50663677834668,1.4142135623730951,No,4.358898943540674,Excellent,Low,1.4142135623730951,3.1622776601683795,3.0,Better,2.449489742783178,1.7320508075688772,1.0,1.7320508075688772
698,27.0,No,Research & Development,3.8729833462074175,College,Life Sciences,High,Male,Medium,1.7320508075688772,Research Director,Very High,Divorced,7.855544677915662,125.22779244241272,0.0,Yes,3.7416573867739413,Excellent,Medium,1.0,3.4641016151377544,4.0,Better,2.0,3.1622776601683795,1.4142135623730951,3.0
699,33.0,No,Sales,2.0,Bachelor,Life Sciences,High,Male,High,1.7320508075688772,Sales Executive,Very High,Married,8.610136937058975,156.3457706495446,1.4142135623730951,Yes,3.6055512754639887,Excellent,Very High,1.7320508075688772,3.0,2.0,Better,3.1622776601683795,1.7320508075688772,1.0,0.0
700,44.0,Yes,Research & Development,3.0,Bachelor,Medical,Low,Male,High,1.0,Laboratory Technician,Low,Single,7.632401126601452,101.11379727811632,2.6457513110645907,No,4.69041575982343,MISSING,Low,0.0,3.1622776601683795,5.0,Best,1.4142135623730951,2.0,0.0,2.0
701,51.5,No,Research & Development,1.4142135623730951,Bachelor,Life Sciences,Very High,Female,High,1.7320508075688772,Healthcare Representative,Very High,Married,8.098946748943339,136.42213896578517,1.4142135623730951,Yes,3.7416573867739413,MISSING,High,1.0,4.898979485566356,3.0,Bad,2.6457513110645907,2.8284271247461903,3.6055512754639887,3.0
702,53.0,No,Sales,1.7320508075688772,Master,Medical,Low,Female,Medium,1.7320508075688772,Sales Executive,Very High,Married,9.227099155791137,85.12343978012167,2.0,No,3.3166247903554,Excellent,Low,1.0,4.0,2.0,Better,5.744562646538029,3.0,1.0,3.4641016151377544
703,26.0,Yes,Research & Development,3.0,Bachelor,Medical,Very High,Male,Medium,1.0,Research Scientist,High,Married,8.670429167315094,147.57032221961163,0.0,Yes,4.123105625617661,Excellent,Low,1.0,1.4142135623730951,0.0,Good,2.8284271247461903,0.0,0.0,0.0
704,50.0,No,Research & Development,2.0,Bachelor,Technical Degree,Very High,Male,Medium,1.0,Research Scientist,Low,Divorced,8.077447149331201,100.0349938771428,1.0,No,3.6055512754639887,Excellent,High,1.0,1.0,3.0,Better,4.47213595499958,0.0,0.0,0.0
705,30.0,No,Sales,3.1622776601683795,College,Medical,High,Female,High,1.4142135623730951,Sales Executive,Very High,Divorced,7.664815785285735,141.82735984287373,1.4142135623730951,Yes,3.3166247903554,Excellent,Very High,1.0,2.8284271247461903,2.0,Better,2.23606797749979,1.4142135623730951,1.0,2.0
706,41.0,No,Sales,1.4142135623730951,Bachelor,Life Sciences,Very High,Male,High,1.4142135623730951,Sales Executive,High,Married,8.704833909687792,130.10764773832474,1.0,No,3.7416573867739413,Excellent,Low,1.0,2.0,3.0,Good,2.23606797749979,1.7320508075688772,0.0,1.4142135623730951
707,51.5,No,Research & Development,1.7320508075688772,Bachelor,Life Sciences,High,Male,Very High,1.4142135623730951,Laboratory Technician,Very High,Married,8.521384396034705,154.03246411065427,1.4142135623730951,Yes,3.6055512754639887,Outstanding,Medium,1.0,4.123105625617661,2.0,Good,2.0,1.7320508075688772,1.0,1.7320508075688772
708,55.0,No,Sales,4.69041575982343,Below College,Technical Degree,High,Male,High,1.0,Sales Representative,High,Single,8.302761580704049,156.3457706495446,1.0,No,3.3166247903554,Excellent,High,0.0,1.7320508075688772,2.0,Better,1.7320508075688772,1.4142135623730951,1.0,1.4142135623730951
709,23.0,No,Sales,3.0,Master,Life Sciences,Medium,Male,Medium,1.4142135623730951,Sales Executive,High,Married,7.824046010856294,134.05222862750176,1.0,No,3.6055512754639887,Excellent,Very High,1.0,3.8729833462074175,2.0,Better,2.0,3.1622776601683795,2.0,3.4641016151377544
710,26.0,No,Research & Development,1.4142135623730951,Bachelor,Medical,High,Male,High,2.0,Research Director,High,Married,8.51097389160232,82.95179322956194,2.23606797749979,No,4.0,Excellent,Very High,0.0,5.47722557505166,6.0,Better,1.4142135623730951,1.7320508075688772,0.0,1.7320508075688772
711,49.0,No,Sales,4.898979485566356,Below College,Marketing,Medium,Female,Medium,2.0,Sales Executive,Very High,Married,8.789812386190972,93.95743717237076,0.0,No,3.3166247903554,Excellent,Low,1.0,4.58257569495584,2.0,Good,3.8729833462074175,3.0,3.0,2.449489742783178
712,51.5,No,Research & Development,2.8284271247461903,Master,Life Sciences,High,Female,High,1.4142135623730951,Healthcare Representative,High,Married,7.676473646389158,110.67971810589329,1.0,No,3.4641016151377544,Excellent,Very High,1.0,3.8729833462074175,5.0,Better,1.7320508075688772,3.3166247903554,1.4142135623730951,3.0
713,32.0,No,Sales,1.4142135623730951,Below College,Life Sciences,Very High,Female,Low,1.4142135623730951,Sales Executive,Very High,Single,7.754481547470382,142.80056022299073,1.7320508075688772,No,4.47213595499958,Outstanding,Medium,0.0,2.8284271247461903,3.0,Better,1.7320508075688772,1.4142135623730951,0.0,0.0
714,44.0,No,Research & Development,2.6457513110645907,Bachelor,Medical,Medium,Male,High,2.23606797749979,Research Director,Very High,Divorced,8.688285266258644,59.573484034425924,0.0,Yes,3.7416573867739413,Excellent,Very High,1.0,4.795831523312719,3.0,Good,2.23606797749979,2.6457513110645907,1.0,3.1622776601683795
715,38.0,No,Research & Development,4.795831523312719,Bachelor,Medical,Medium,Male,Medium,1.4142135623730951,Healthcare Representative,Very High,Married,8.487764380725425,120.03332870498926,0.0,No,4.58257569495584,Excellent,Medium,1.0,3.1622776601683795,2.0,Better,2.23606797749979,0.0,2.6457513110645907,2.8284271247461903
716,58.0,No,Sales,4.0,Below College,Life Sciences,Very High,Male,High,1.4142135623730951,Sales Executive,High,Married,7.771488760117617,54.212544673719215,2.8284271247461903,No,3.8729833462074175,Excellent,High,1.4142135623730951,2.0,3.0,Good,1.4142135623730951,1.0,1.4142135623730951,1.4142135623730951
717,29.0,No,Human Resources,3.6055512754639887,Bachelor,Human Resources,High,Male,High,1.0,Human Resources,Medium,Married,7.879291485082271,159.77171213953991,2.0,No,3.6055512754639887,Excellent,Medium,1.0,2.8284271247461903,6.0,Better,1.0,1.4142135623730951,0.0,2.0
718,38.0,No,Sales,5.291502622129181,Bachelor,Other,High,Male,Low,1.7320508075688772,Sales Executive,Low,Divorced,8.336630087637149,106.64426848171448,1.7320508075688772,No,3.8729833462074175,Excellent,High,1.0,4.47213595499958,4.0,Better,1.0,0.0,0.0,1.0
719,52.0,No,Sales,3.1622776601683795,Bachelor,Life Sciences,High,Female,High,1.0,Sales Representative,High,Single,9.903437551286084,52.48809388804284,1.0,No,3.3166247903554,Excellent,High,0.0,1.0,5.0,Better,4.743416490252568,0.0,0.0,0.0
720,42.0,No,Sales,1.4142135623730951,Master,Life Sciences,High,Male,High,1.4142135623730951,Sales Representative,Very High,Single,9.222664121665014,86.24963768039841,1.7320508075688772,No,3.8729833462074175,Excellent,High,0.0,4.123105625617661,3.0,Good,4.47213595499958,2.6457513110645907,2.449489742783178,2.6457513110645907
721,26.0,No,Research & Development,4.47213595499958,College,Medical,High,Male,High,2.0,Healthcare Representative,Very High,Married,7.771910256435762,86.6083136886985,0.0,Yes,3.7416573867739413,Excellent,Medium,0.0,4.58257569495584,2.0,Better,1.7320508075688772,2.6457513110645907,2.0,3.1622776601683795
722,27.5,No,Sales,3.1622776601683795,Master,Marketing,Medium,Male,High,1.4142135623730951,Sales Executive,High,Single,8.959183074206774,102.0294075254777,1.0,No,3.7416573867739413,Outstanding,Medium,0.0,3.1622776601683795,0.0,Good,3.3166247903554,2.0,0.0,3.0
723,46.0,No,Research & Development,5.0,Bachelor,Life Sciences,Very High,Male,Medium,1.4142135623730951,Manufacturing Director,Medium,Single,9.219894584780995,155.4091374404993,1.0,No,3.6055512754639887,Excellent,Very High,0.0,2.23606797749979,1.0,Better,2.6457513110645907,1.7320508075688772,0.0,1.4142135623730951
724,29.0,No,Research & Development,3.8729833462074175,Bachelor,Life Sciences,Very High,Male,Medium,1.0,Research Scientist,Low,Married,8.336630087637149,154.41502517566093,0.0,No,4.358898943540674,Excellent,Very High,1.0,2.8284271247461903,4.0,Good,1.7320508075688772,2.449489742783178,2.6457513110645907,1.7320508075688772
725,30.0,No,Research & Development,4.69041575982343,Bachelor,Medical,Very High,Female,High,2.0,Manager,Very High,Divorced,7.8493238180405625,49.36598018878993,1.7320508075688772,No,3.3166247903554,Excellent,Medium,1.0,4.898979485566356,2.0,Better,3.3166247903554,4.123105625617661,2.0,2.6457513110645907
726,41.0,No,Sales,1.4142135623730951,Master,Marketing,High,Female,High,1.0,Sales Representative,High,Married,8.606485298894999,106.36728820459793,2.449489742783178,No,4.242640687119285,Excellent,Very High,1.0,2.449489742783178,4.0,Better,2.449489742783178,1.7320508075688772,1.0,1.4142135623730951
727,40.0,No,Research & Development,2.8284271247461903,Below College,Life Sciences,Medium,Male,Low,1.0,Laboratory Technician,Low,Married,9.442562587223595,82.95179322956194,1.0,No,3.8729833462074175,Excellent,Low,1.0,2.0,2.0,Good,4.47213595499958,1.7320508075688772,1.0,1.0
728,32.0,No,Sales,3.1622776601683795,College,Medical,High,Male,Low,1.4142135623730951,Sales Executive,Medium,Single,8.49351506406166,148.57321427498292,1.0,No,3.6055512754639887,Excellent,Low,0.0,4.358898943540674,3.0,Better,3.1622776601683795,1.4142135623730951,3.3166247903554,3.0
729,45.5,No,Research & Development,3.1622776601683795,Bachelor,Medical,Medium,Female,High,1.0,Research Scientist,Medium,Married,8.439663988907,99.76472322419384,1.0,No,3.3166247903554,Excellent,Low,1.0,2.8284271247461903,6.0,Bad,3.0,2.0,2.6457513110645907,2.6457513110645907
730,35.0,No,Research & Development,2.8284271247461903,Below College,Medical,Medium,Female,Medium,1.4142135623730951,Manufacturing Director,Very High,Married,8.745761999375512,133.0,1.0,Yes,3.8729833462074175,Excellent,High,1.0,3.1622776601683795,3.0,Good,1.4142135623730951,2.6457513110645907,1.0,1.4142135623730951
731,35.0,No,Research & Development,3.6055512754639887,Bachelor,Other,High,Male,Medium,1.0,Laboratory Technician,Medium,Married,7.632401126601452,85.62125904236635,1.0,No,4.47213595499958,MISSING,High,1.0,1.4142135623730951,2.0,Better,2.7386127875258306,1.4142135623730951,1.4142135623730951,1.4142135623730951
732,35.0,No,Research & Development,3.0,Bachelor,Life Sciences,Low,Female,High,1.0,Research Scientist,High,Single,7.632401126601452,158.0442975877333,2.0,No,3.6055512754639887,Excellent,High,0.0,2.6457513110645907,4.0,Good,2.23606797749979,1.4142135623730951,1.0,1.4142135623730951
733,32.0,No,Sales,3.7416573867739413,College,Medical,High,Female,Medium,1.4142135623730951,Sales Executive,High,Single,7.946971357693591,88.45337754998394,2.6457513110645907,No,4.123105625617661,Excellent,Low,0.0,3.1622776601683795,3.0,Better,1.0,2.0,0.0,1.7320508075688772
734,42.0,No,Research & Development,4.69041575982343,Bachelor,Life Sciences,Very High,Male,High,1.4142135623730951,Research Scientist,Very High,Divorced,9.779340559793246,118.12281744015421,1.7320508075688772,Yes,3.7416573867739413,Excellent,Low,1.4142135623730951,3.4641016151377544,3.0,Good,4.69041575982343,1.4142135623730951,1.7320508075688772,1.7320508075688772
735,32.0,Yes,Research & Development,3.1622776601683795,College,Life Sciences,Low,Male,Medium,1.0,Laboratory Technician,High,Single,8.224163512637862,159.08488300275422,1.0,No,4.47213595499958,Excellent,High,0.0,1.4142135623730951,5.0,Bad,1.7320508075688772,1.4142135623730951,1.4142135623730951,1.4142135623730951
736,46.0,No,Sales,1.4142135623730951,Doctor,Life Sciences,Low,Male,Very High,1.7320508075688772,Sales Executive,High,Single,9.767954157240933,50.59644256269407,0.0,No,4.242640687119285,Excellent,Very High,0.0,3.0,3.0,Better,1.5811388300841898,2.6457513110645907,0.0,2.6457513110645907
737,34.0,No,Research & Development,2.6457513110645907,Bachelor,Other,High,Male,Very High,1.0,Laboratory Technician,Low,Single,7.99699040583765,153.5480380858056,0.0,No,3.4641016151377544,Excellent,Very High,0.0,2.8284271247461903,4.0,Better,1.0,2.6457513110645907,0.0,2.6457513110645907
738,45.0,No,Research & Development,2.449489742783178,Master,Other,Low,Female,High,1.4142135623730951,Research Scientist,High,Single,8.68372406230387,111.72287142747452,1.0,No,3.7416573867739413,Excellent,High,0.0,4.0,2.0,Better,3.0,3.6055512754639887,1.4142135623730951,3.1622776601683795
739,36.0,No,Research & Development,5.385164807134505,Below College,Medical,Medium,Female,High,1.0,Laboratory Technician,Low,Divorced,8.336630087637149,60.18305409332431,1.0,No,3.6055512754639887,Outstanding,Medium,1.7320508075688772,2.449489742783178,2.0,Best,2.6457513110645907,1.4142135623730951,1.0,1.4142135623730951
740,45.5,No,Research & Development,3.7416573867739413,Master,Medical,High,Male,Very High,2.23606797749979,Research Director,Medium,Single,9.84585843969949,115.49458861782226,2.8284271247461903,No,3.3166247903554,Excellent,Very High,0.0,6.0,3.0,Better,4.69041575982343,3.8729833462074175,1.4142135623730951,3.8729833462074175
741,57.5,Yes,Sales,2.8284271247461903,College,Technical Degree,Medium,Female,High,1.4142135623730951,Sales Executive,High,Married,9.843949839819931,153.1404584033886,1.7320508075688772,Yes,3.7416573867739413,Outstanding,Low,1.0,4.242640687119285,4.0,Better,1.7320508075688772,1.7320508075688772,1.0,1.7320508075688772
742,31.0,No,Research & Development,1.0,Master,Life Sciences,Medium,Female,High,1.0,Laboratory Technician,Medium,Married,8.745761999375512,82.23138087129513,1.7320508075688772,No,4.69041575982343,Excellent,High,1.0,2.6457513110645907,3.0,Better,1.0,1.4142135623730951,0.0,1.7320508075688772
743,43.0,No,Research & Development,2.23606797749979,Doctor,Medical,Medium,Male,Very High,1.0,Research Scientist,High,Married,8.644530439877432,74.57211275000863,1.4142135623730951,Yes,3.4641016151377544,Excellent,Low,0.0,2.6457513110645907,3.0,Good,2.8284271247461903,1.4142135623730951,0.0,1.7320508075688772
744,38.0,No,Sales,5.0,Bachelor,Life Sciences,Low,Male,High,1.7320508075688772,Sales Executive,Low,Single,8.470311205516108,48.51803788283282,2.6457513110645907,No,3.3166247903554,Excellent,Very High,0.0,5.291502622129181,0.0,Good,2.23606797749979,4.0,2.6457513110645907,3.0
745,42.0,No,Sales,2.6457513110645907,College,Medical,Low,Female,Very High,1.4142135623730951,Sales Executive,Low,Divorced,8.316055720364643,138.5315848462003,1.0,Yes,4.898979485566356,Excellent,High,1.0,2.8284271247461903,5.0,Better,3.1622776601683795,0.0,2.6457513110645907,2.6457513110645907
746,49.0,No,Research & Development,3.1622776601683795,Bachelor,Medical,High,Female,High,1.7320508075688772,Research Director,High,Married,8.413387022690648,163.89630868326475,2.0,No,4.47213595499958,Excellent,High,1.0,3.6055512754639887,6.0,Best,2.23606797749979,2.6457513110645907,2.0,2.8284271247461903
747,29.0,No,Human Resources,3.0,Bachelor,Human Resources,High,Female,High,1.4142135623730951,Human Resources,Very High,Married,7.829630389150193,118.24550731423159,0.0,Yes,4.358898943540674,Outstanding,Very High,0.0,3.4641016151377544,1.0,Bad,2.6457513110645907,3.0,2.0,2.6457513110645907
748,45.5,No,Research & Development,2.6457513110645907,Master,Life Sciences,High,Female,High,1.4142135623730951,Laboratory Technician,High,Divorced,7.637234388789473,106.34378214075329,1.0,No,3.6055512754639887,Excellent,Low,1.7320508075688772,3.1622776601683795,2.0,Good,1.0,2.6457513110645907,2.8284271247461903,3.0
749,38.0,No,Sales,2.8284271247461903,College,Other,Low,Female,High,1.4142135623730951,Sales Executive,High,Divorced,9.516500665673737,116.97863052711807,0.0,Yes,4.69041575982343,Excellent,Medium,1.0,2.449489742783178,3.0,Good,3.8729833462074175,1.7320508075688772,0.0,2.0
750,27.0,No,Sales,1.4142135623730951,Bachelor,Medical,Low,Male,Medium,1.4142135623730951,Sales Executive,Medium,Married,8.025516386489008,60.72067193304107,1.4142135623730951,No,4.358898943540674,MISSING,Medium,1.4142135623730951,3.1622776601683795,3.0,Better,2.23606797749979,0.0,0.0,0.0
751,30.0,No,Research & Development,1.4142135623730951,Bachelor,Medical,Medium,Male,High,1.4142135623730951,Laboratory Technician,Medium,Single,8.462948176563842,126.43575443678895,2.23606797749979,No,3.3166247903554,Excellent,Very High,0.0,3.1622776601683795,2.0,Better,1.4142135623730951,1.4142135623730951,1.0,1.4142135623730951
752,41.0,No,Research & Development,1.4142135623730951,College,Life Sciences,Very High,Female,High,1.0,Laboratory Technician,Very High,Married,8.517793011488205,110.02726934719408,1.0,Yes,4.795831523312719,Excellent,High,1.0,1.0,6.0,Better,1.4142135623730951,0.0,0.0,0.0
753,36.0,No,Research & Development,3.7416573867739413,Below College,Life Sciences,High,Female,High,1.4142135623730951,Healthcare Representative,Very High,Married,8.412277021466677,69.4334213473598,0.0,Yes,4.123105625617661,Excellent,Low,1.0,4.123105625617661,2.0,Good,3.6055512754639887,2.8284271247461903,2.0,3.3166247903554
754,28.0,Yes,Sales,4.898979485566356,Bachelor,Technical Degree,High,Male,Very High,1.0,Sales Representative,Low,Single,8.42463920980563,103.16006979447037,1.0,No,4.123105625617661,Excellent,Very High,0.0,1.0,2.0,Better,3.1622776601683795,0.0,0.0,0.0
755,31.0,No,Sales,3.0,Bachelor,Life Sciences,Very High,Male,High,2.23606797749979,Manager,Medium,Divorced,7.7531942698843395,138.54963009694396,2.0,Yes,4.898979485566356,Excellent,Low,1.0,5.5677643628300215,2.0,Good,2.6457513110645907,3.1622776601683795,3.3166247903554,3.1622776601683795
756,39.5,No,Sales,1.0,Bachelor,Marketing,High,Female,High,1.4142135623730951,Sales Executive,Low,Divorced,8.600246746551521,65.55150646628954,0.0,No,4.123105625617661,Excellent,Very High,1.0,3.1622776601683795,2.0,Better,3.3166247903554,1.7320508075688772,1.0,2.6457513110645907
757,43.0,No,Sales,1.7320508075688772,Master,Marketing,High,Female,Medium,2.0,Manager,Low,Married,8.463581421967588,100.41912168506552,1.0,No,3.3166247903554,Excellent,Low,0.0,5.830951894845301,3.0,Best,1.7320508075688772,2.449489742783178,1.0,4.0
758,31.0,No,Research & Development,1.0,Master,Technical Degree,Very High,Male,High,1.4142135623730951,Research Scientist,Low,Married,8.376781037699493,158.66316522747175,2.0,No,3.7416573867739413,Excellent,Medium,1.0,3.0,2.0,Good,2.23606797749979,2.23606797749979,1.0,1.4142135623730951
759,27.5,Yes,Research & Development,3.3166247903554,Bachelor,Medical,Very High,Male,Medium,1.0,Research Scientist,Low,Single,8.787067645218054,135.18505834595774,1.0,Yes,3.8729833462074175,Excellent,Low,0.0,1.0,2.0,Better,2.8284271247461903,0.0,0.0,0.0
760,57.5,No,Research & Development,1.0,Master,Medical,High,Male,High,1.0,Laboratory Technician,High,Divorced,8.160518247477505,124.16521251944927,2.6457513110645907,No,3.7416573867739413,MISSING,High,1.7320508075688772,2.6457513110645907,2.0,Better,2.449489742783178,1.4142135623730951,1.0,1.4142135623730951
761,22.0,No,Sales,2.6457513110645907,Bachelor,Life Sciences,Very High,Male,High,1.4142135623730951,Sales Executive,Medium,Married,7.984462732262196,115.76268828944843,0.0,No,4.123105625617661,Excellent,High,1.0,2.0,2.0,Better,1.0,1.4142135623730951,0.0,1.4142135623730951
762,35.0,No,Research & Development,2.23606797749979,College,Other,Medium,Female,High,1.0,Laboratory Technician,High,Married,8.557182839632398,96.22889378975526,2.0,No,4.123105625617661,Excellent,Very High,1.0,2.8284271247461903,5.0,Better,3.1622776601683795,1.4142135623730951,1.4142135623730951,0.0
763,47.0,No,Research & Development,1.4142135623730951,Bachelor,Life Sciences,High,Female,Low,1.4142135623730951,Manufacturing Director,Very High,Single,8.333991247194975,157.45793088949188,1.4142135623730951,No,4.47213595499958,Excellent,High,0.0,3.3166247903554,0.0,Better,3.0,2.0,0.0,1.4142135623730951
764,45.0,No,Sales,3.8729833462074175,College,Medical,High,Male,High,1.4142135623730951,Sales Executive,Low,Single,8.745761999375512,153.46986674914396,1.0,No,3.4641016151377544,Excellent,Very High,0.0,3.1622776601683795,2.0,Best,2.23606797749979,2.8284271247461903,3.0,2.449489742783178
765,30.0,Yes,Research & Development,1.4142135623730951,Master,Medical,Low,Male,Low,1.0,Research Scientist,Very High,Married,7.632401126601452,157.28000508646988,2.23606797749979,Yes,3.6055512754639887,Outstanding,Very High,0.0,2.23606797749979,3.0,Good,2.23606797749979,1.4142135623730951,1.4142135623730951,1.4142135623730951
766,45.5,No,Research & Development,2.8284271247461903,Master,Other,Very High,Female,High,1.4142135623730951,Research Scientist,Very High,Married,8.478452363099807,96.32237538599222,3.0,No,3.7416573867739413,Excellent,Low,1.4142135623730951,3.4641016151377544,5.0,Better,3.1622776601683795,3.0,3.0,2.8284271247461903
767,43.0,No,Sales,2.0,Master,Marketing,Low,Male,High,1.0,Sales Representative,Very High,Divorced,7.722234744709607,50.38849074937649,2.0,No,4.123105625617661,Outstanding,High,1.0,3.6055512754639887,1.0,Better,1.7320508075688772,2.8284271247461903,2.23606797749979,2.8284271247461903
768,35.0,Yes,Sales,4.358898943540674,College,Marketing,High,Male,Medium,1.0,Sales Representative,Medium,Married,9.167641617443069,137.10579856446626,1.0,Yes,4.242640687119285,Outstanding,High,1.7320508075688772,1.0,2.0,Better,2.8284271247461903,0.0,0.0,0.0
769,29.0,No,Research & Development,2.449489742783178,Below College,Medical,Low,Male,High,1.0,Research Scientist,High,Married,8.589141690728821,110.20435563080072,0.0,No,4.47213595499958,Excellent,Very High,0.0,1.7320508075688772,5.0,Better,2.23606797749979,1.4142135623730951,1.4142135623730951,1.4142135623730951
770,20.0,No,Research & Development,3.1622776601683795,Bachelor,Life Sciences,Very High,Male,High,1.0,Research Scientist,Medium,Divorced,7.622663951323595,133.94028520202576,0.0,No,3.7416573867739413,MISSING,Very High,1.4142135623730951,2.8284271247461903,3.0,Good,1.4142135623730951,2.23606797749979,1.0,1.0
771,30.0,No,Sales,5.0990195135927845,Doctor,Marketing,High,Male,Medium,2.23606797749979,Manager,Very High,Married,8.251403065380556,151.77944524868968,1.0,No,4.58257569495584,Outstanding,High,1.0,6.0,2.0,Better,1.4142135623730951,2.449489742783178,1.4142135623730951,3.6055512754639887
772,44.0,Yes,Sales,3.0,Bachelor,Medical,Medium,Male,High,1.0,Sales Representative,Very High,Single,9.257414779362113,126.56618821786488,1.0,No,3.6055512754639887,Excellent,High,0.0,1.0,3.0,Good,4.47213595499958,0.0,0.0,0.0
773,32.0,No,Sales,2.23606797749979,Master,Medical,Low,Female,High,1.4142135623730951,Sales Executive,Very High,Single,8.528133131454572,155.73053650456612,1.0,No,3.7416573867739413,Excellent,Medium,0.0,2.0,2.0,Better,2.6457513110645907,1.4142135623730951,0.0,1.4142135623730951
774,26.0,No,Research & Development,5.0,Bachelor,Technical Degree,Very High,Male,Medium,1.7320508075688772,Manufacturing Director,Medium,Married,7.632401126601452,95.54580053565935,1.7320508075688772,No,4.0,Excellent,Low,0.0,4.0,2.0,Better,2.23606797749979,3.1622776601683795,2.0,2.8284271247461903
775,53.0,No,Sales,4.58257569495584,Bachelor,Life Sciences,Very High,Male,High,2.0,Manager,Very High,Married,9.3789010135201,108.44814429025514,2.0,Yes,3.6055512754639887,Excellent,High,1.0,5.385164807134505,3.0,Good,1.4142135623730951,0.0,0.0,0.0
776,45.0,No,Sales,2.6457513110645907,Below College,Marketing,Very High,Female,High,1.0,Sales Representative,Medium,Single,8.486733983931531,135.639227364358,0.0,No,3.7416573867739413,Excellent,Low,0.0,2.0,3.0,Better,2.23606797749979,1.4142135623730951,1.0,1.4142135623730951
777,38.0,No,Research & Development,2.23606797749979,Master,Technical Degree,High,Female,High,1.7320508075688772,Manufacturing Director,Medium,Single,7.735433352499688,135.1443672522092,0.0,No,3.6055512754639887,Excellent,Very High,0.0,4.123105625617661,3.0,Better,1.4142135623730951,2.449489742783178,0.0,3.6055512754639887
778,23.0,No,Research & Development,2.6457513110645907,Bachelor,Other,Medium,Male,Medium,1.7320508075688772,Healthcare Representative,High,Single,8.16194579946869,109.8453458276681,2.8284271247461903,No,4.898979485566356,Excellent,High,0.0,5.0990195135927845,3.0,Better,1.4142135623730951,1.4142135623730951,0.0,0.0
779,35.0,No,Research & Development,1.0,College,Life Sciences,Very High,Female,Medium,1.4142135623730951,Manufacturing Director,Very High,Married,9.247347097605278,138.3690716887267,2.449489742783178,No,4.69041575982343,Excellent,Low,1.4142135623730951,2.0,6.0,Bad,3.6055512754639887,1.4142135623730951,1.4142135623730951,1.4142135623730951
780,39.0,No,Research & Development,2.23606797749979,Below College,Technical Degree,High,Male,Medium,1.7320508075688772,Research Director,Very High,Divorced,9.86250929580757,94.03190947758108,1.0,Yes,4.0,Excellent,Medium,1.0,3.0,3.0,Better,4.58257569495584,2.8284271247461903,0.0,2.8284271247461903
